0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"GoN Ref: Counterpart 0
2101009 ADB/PBL-PFM Code 0 0 7400 7400 7400",,,,,,,,,,,
Galchhi-Trisuli-Mailung-Syaphrubesi-Rasuwagadhi Road Project,0,,,20000,,20000,,,,0,20000
"337011094 Capital 0 20000 20000 0 20000
GoN Ref: Counterpart 0
2207001 China - General Code 0 20000 20000 0 20000",0,,,20000,,20000,,,,0,20000
Road Improvement Project,0,,,,,0,17577,,,17577,17577
"337011114 Capital 0 0 17577 17577 17577
GoN Ref: Counterpart 0
2214002 India - Exim Bank Code 0 0 17577 17577 17577",0,,,,,0,17577,,,17577,17577
"North-South Highway (Karnali, Kaligandaki & Koshi)",0,,,,,0,,,8020,8020,8020
"337011184 Capital 0 0 8020 8020 8020
GoN Ref: Counterpart 0
2101009 ADB/PBL-PFM Code 0 0 8020 8020 8020",0,,,,,0,,,8020,8020,8020
Strategic Road's Bridges Construction and Bridge Maintanence,0,,,,,0,192,29779,,29971,29971
"337011324 Capital 0 0 192 29779 29971 29971
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 311 311 311
2103018 WB/BIMP - Balance Code 0 0 192 29468 29660 29660",0,,,,,0,192,29779,,29971,29971
Ring Road Expansion Project,0,,,11350,,11350,,,,0,11350
"337011344 Capital 0 11350 11350 0 11350
GoN Ref: Counterpart 0
2207001 China - General Code 0 11350 11350 0 11350",0,,,11350,,11350,,,,0,11350
Highway Upgrading (Strategic Road Development Project),0,,,,,0,,,7000,7000,7000
"337011384 Capital 0 0 7000 7000 7000
GoN Ref: Counterpart 0
2101009 ADB/PBL-PFM Code 0 0 7000 7000 7000",0,,,,,0,,,7000,7000,7000
Nagdhunga Tunnel Construction Project,0,,,,,0,6000,9000,,15000,15000
"337011394 Capital 0 0 6000 9000 15000 15000
GoN Ref: Counterpart 0
2216001 Japan - General Code 0 0 6000 9000 15000 15000",0,,,,,0,6000,9000,,15000,15000
SASEC Road Improvement Project,0,,,,,0,38517,8404,,46921,46921
"337011404 Capital 0 0 38517 8404 46921 46921
GoN Ref: Counterpart 0
2101001 ADB - General Code 0 0 38517 8404 46921 46921",0,,,,,0,38517,8404,,46921,46921
SASEC Highway Improvement Project (SHIP),0,,,,,0,33122,8379,,41501,41501
10,,,,,,,,,,,
