0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"2116001 School Education Sector Plan (SESP)- Pool Fund 89 89 181 181 270
Code 0
2223002 Switzerland - SDC Code 0 18 18 0 18
2229001 EU - General Code 0 21 21 0 21",,,,,,,,,,,
Triyuga Municipality,0,125,146,,,271,,2882,,2882,3153
"801011443 Recurrent 0 125 146 271 2882 2882 3153
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 2588 2588 2588
2116001 School Education Sector Plan (SESP)- Pool Fund 146 146 294 294 440
Code 0
2223002 Switzerland - SDC Code 0 104 104 0 104
2229001 EU - General Code 0 21 21 0 21",0,125,146,,,271,,2882,,2882,3153
Belaka Municipality,0,45,101,,,146,,203,,203,349
"801011453 Recurrent 0 45 101 146 203 203 349
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 101 101 203 203 304
Code 0
2223002 Switzerland - SDC Code 0 24 24 0 24
2229001 EU - General Code 0 21 21 0 21",0,45,101,,,146,,203,,203,349
Siddhicharan Municipality,0,33,64,,,97,,130,,130,227
"801011463 Recurrent 0 33 64 97 130 130 227
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 64 64 130 130 194
Code 0
2223002 Switzerland - SDC Code 0 30 30 0 30
2229001 EU - General Code 0 3 3 0 3",0,33,64,,,97,,130,,130,227
Aathrai Triveni Rural Municipality,0,3,51,,,54,,103,,103,157
"801013013 Recurrent 0 3 51 54 103 103 157
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 51 51 103 103 154
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,51,,,54,,103,,103,157
Faktanglung Rural Municipality,0,3,56,,,59,,114,,114,173
"801013023 Recurrent 0 3 56 59 114 114 173
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 56 56 114 114 170
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,56,,,59,,114,,114,173
,,,,,,,,,,,
33,,,,,,,,,,,
