0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
Disaster Relief & Reconstruction,0,,,,,0,,,70932,70932,70932
"602000244 Capital 0 0 70932 70932 70932
GoN Ref: Counterpart 0
2103016 WB/CAT-DDO - Balance Code 0 0 70932 70932 70932
701 Province 0 21169 27656 2247 51072 1 78789 78790 129862",0,,,,,0,,,70932,70932,70932
Koshi Province,0,6957,2395,2202,,11554,,10317,,10317,21871
"701000113 Recurrent 0 6957 2395 2202 11554 10317 10317 21871
GoN Ref: Counterpart 0
2101001 ADB - General Code 0 282 282 10032 10032 10314
2109018 UN -GEF Code 0 1800 1800 0 1800
2109024 WHO Code 0 10 10 0 10
2109028 GCF/FAO Code 0 887 887 0 887
2116001 School Education Sector Plan (SESP)- Pool Fund 141 141 285 285 426
Code 0
2223002 Switzerland - SDC Code 0 3681 2192 5873 0 5873
2301001 GEFMAT- General Code 0 33 33 0 33
2305001 Gavi - General Code 0 556 556 0 556
2307001 GAFSP Code 0 172 172 0 172
2316001 Donor - Pool Fund-PLGSP Code 0 1800 1800 0 1800",0,6957,2395,2202,,11554,,10317,,10317,21871
Madhesh Province,0,3519,5591,5,,9115,1,9623,,9624,18739
"701000123 Recurrent 0 3519 5591 5 9115 1 9623 9624 18739
GoN Ref: Counterpart 0
2101001 ADB - General Code 0 0 1 244 245 245
2103001 IDA - General Code 0 0 9240 9240 9240
2103003 WB - Trust Fund Code 0 3546 3546 0 3546
2109018 UN -GEF Code 0 1067 1067 0 1067
2109025 WFP Code 0 5 5 0 5
2109028 GCF/FAO Code 0 901 901 0 901
2116001 School Education Sector Plan (SESP)- Pool Fund 69 69 139 139 208
Code 0
2223002 Switzerland - SDC Code 0 855 855 0 855
2301001 GEFMAT- General Code 0 22 22 0 22
2305001 Gavi - General Code 0 674 674 0 674
2316001 Donor - Pool Fund-PLGSP Code 0 1976 1976 0 1976",0,3519,5591,5,,9115,1,9623,,9624,18739
Bagamati Province,0,4123,2379,10,,6512,,8926,,8926,15438
"701000133 Recurrent 0 4123 2379 10 6512 8926 8926 15438
GoN Ref: Counterpart 0",0,4123,2379,10,,6512,,8926,,8926,15438
22,,,,,,,,,,,
