0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
2229001 EU - General Code 0 3 3 0 3,,,,,,,,,,,
Rainadevi Chahara Rural Municipality,0,3,92,,,95,,136,,136,231
"801053293 Recurrent 0 3 92 95 136 136 231
GoN Ref: Counterpart 0
2103003 WB - Trust Fund Code 0 25 25 0 25
2116001 School Education Sector Plan (SESP)- Pool Fund 67 67 136 136 203
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,92,,,95,,136,,136,231
Isma Rural Municipality,0,3,43,,,46,,87,,87,133
"801053303 Recurrent 0 3 43 46 87 87 133
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 43 43 87 87 130
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,43,,,46,,87,,87,133
Kaligandaki Rural Municipality,0,3,304,,,307,,82,,82,389
"801053313 Recurrent 0 3 304 307 82 82 389
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 41 41 82 82 123
Code 0
2226006 UK-FCDO Code 0 263 263 0 263
2229001 EU - General Code 0 3 3 0 3",0,3,304,,,307,,82,,82,389
Gulmidarbar Rural Municipality,0,3,321,,,324,,88,,88,412
"801053323 Recurrent 0 3 321 324 88 88 412
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 43 43 88 88 131
Code 0
2226006 UK-FCDO Code 0 278 278 0 278
2229001 EU - General Code 0 3 3 0 3",0,3,321,,,324,,88,,88,412
Chandrakot Rural Municipality,0,3,42,,,45,,85,,85,130
"801053333 Recurrent 0 3 42 45 85 85 130
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 42 42 85 85 127
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,42,,,45,,85,,85,130
Chhatrakot Rural Municipality,0,3,349,,,352,,96,,96,448
"801053343 Recurrent 0 3 349 352 96 96 448
GoN Ref: Counterpart 0",0,3,349,,,352,,96,,96,448
116,,,,,,,,,,,
