0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
2229001 EU - General Code 0 20 20 0 20,,,,,,,,,,,
Purbachauki Rural Municipality,0,24,55,,,79,,111,,111,190
"801073103 Recurrent 0 24 55 79 111 111 190
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 55 55 111 111 166
Code 0
2229001 EU - General Code 0 19 19 0 19
2301001 GEFMAT- General Code 0 5 5 0 5",0,24,55,,,79,,111,,111,190
Badikedar Rural Municipality,0,31,55,,,86,,111,,111,197
"801073113 Recurrent 0 31 55 86 111 111 197
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 55 55 111 111 166
Code 0
2229001 EU - General Code 0 31 31 0 31",0,31,55,,,86,,111,,111,197
Bogtan Phudisal Rural Municipality,0,31,64,,,95,,129,,129,224
"801073123 Recurrent 0 31 64 95 129 129 224
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 64 64 129 129 193
Code 0
2229001 EU - General Code 0 31 31 0 31",0,31,64,,,95,,129,,129,224
Sayal Rural Municipality,0,36,57,,,93,,115,,115,208
"801073133 Recurrent 0 36 57 93 115 115 208
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 57 57 115 115 172
Code 0
2229001 EU - General Code 0 36 36 0 36",0,36,57,,,93,,115,,115,208
Chaurpati Rural Municipality,0,25,53,,,78,,107,,107,185
"801073143 Recurrent 0 25 53 78 107 107 185
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 53 53 107 107 160
Code 0
2229001 EU - General Code 0 20 20 0 20
2301001 GEFMAT- General Code 0 5 5 0 5",0,25,53,,,78,,107,,107,185
Dhakari Rural Municipality,0,37,65,,,102,,132,,132,234
"801073153 Recurrent 0 37 65 102 132 132 234
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 65 65 132 132 197
Code 0",0,37,65,,,102,,132,,132,234
146,,,,,,,,,,,
