0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
2229001 EU - General Code 0 14 14 0 14,,,,,,,,,,,
Sarumarani Rural Municipality,0,173,358,,,531,,117,,117,648
"801053583 Recurrent 0 173 358 531 117 117 648
GoN Ref: Counterpart 0
2103003 WB - Trust Fund Code 0 30 30 0 30
2109004 UNCDF Code 0 157 157 0 157
2116001 School Education Sector Plan (SESP)- Pool Fund 58 58 117 117 175
Code 0
2226006 UK-FCDO Code 0 270 270 0 270
2229001 EU - General Code 0 16 16 0 16",0,173,358,,,531,,117,,117,648
Dadhawa Rural Municipality,0,288,53,,,341,,107,,107,448
"801053593 Recurrent 0 288 53 341 107 107 448
GoN Ref: Counterpart 0
2109004 UNCDF Code 0 285 285 0 285
2116001 School Education Sector Plan (SESP)- Pool Fund 53 53 107 107 160
Code 0
2229001 EU - General Code 0 3 3 0 3",0,288,53,,,341,,107,,107,448
Dangisharan Rural Municipality,0,3,44,,,47,,88,,88,135
"801053603 Recurrent 0 3 44 47 88 88 135
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 44 44 88 88 132
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,44,,,47,,88,,88,135
Ganglachuli Rural Municipality,0,27,364,,,391,,139,,139,530
"801053613 Recurrent 0 27 364 391 139 139 530
GoN Ref: Counterpart 0
2103003 WB - Trust Fund Code 0 40 40 0 40
2116001 School Education Sector Plan (SESP)- Pool Fund 69 69 139 139 208
Code 0
2226006 UK-FCDO Code 0 255 255 0 255
2229001 EU - General Code 0 27 27 0 27",0,27,364,,,391,,139,,139,530
Babai Rural Municipality,0,30,53,,,83,,106,,106,189
"801053623 Recurrent 0 30 53 83 106 106 189
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 53 53 106 106 159
Code 0
2229001 EU - General Code 0 30 30 0 30",0,30,53,,,83,,106,,106,189
Rajpur Rural Municipality,0,203,327,,,530,,135,,135,665
,,,,,,,,,,,
121,,,,,,,,,,,
