0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"2116001 School Education Sector Plan (SESP)- Pool Fund 42 42 84 84 126
Code 0
2223002 Switzerland - SDC Code 0 4 4 0 4
2229001 EU - General Code 0 3 3 0 3",,,,,,,,,,,
Sandakpur Rural Municipality,0,106,34,,,140,,68,,68,208
"801013213 Recurrent 0 106 34 140 68 68 208
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 34 34 68 68 102
Code 0
2223002 Switzerland - SDC Code 0 103 103 0 103
2229001 EU - General Code 0 3 3 0 3",0,106,34,,,140,,68,,68,208
Kachnkawal Rural Municipality,0,3,77,,,80,,155,,155,235
"801013223 Recurrent 0 3 77 80 155 155 235
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 77 77 155 155 232
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,77,,,80,,155,,155,235
Kamal Rural Municipality,0,104,62,,,166,,125,,125,291
"801013233 Recurrent 0 104 62 166 125 125 291
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 62 62 125 125 187
Code 0
2223002 Switzerland - SDC Code 0 101 101 0 101
2229001 EU - General Code 0 3 3 0 3",0,104,62,,,166,,125,,125,291
Gaurigang Rural Municipality,0,3,50,,,53,,100,,100,153
"801013243 Recurrent 0 3 50 53 100 100 153
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 50 50 100 100 150
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,50,,,53,,100,,100,153
Jhapa Rural Municipality,0,3,65,,,68,,130,,130,198
"801013253 Recurrent 0 3 65 68 130 130 198
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 65 65 130 130 195
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,65,,,68,,130,,130,198
Barhadashi Rural Municipality,0,3,53,,,56,,105,,105,161
801013263 Recurrent,0,3,53,,,56,,105,,105,161
37,,,,,,,,,,,
