0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
2229001 EU - General Code 0 3 3 0 3,,,,,,,,,,,
Virkot Municipality,0,3,55,,,58,,111,,111,169
"801041083 Recurrent 0 3 55 58 111 111 169
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 55 55 111 111 166
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,55,,,58,,111,,111,169
Waling Municipality,0,3,66,,,69,,134,,134,203
"801041093 Recurrent 0 3 66 69 134 134 203
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 66 66 134 134 200
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,66,,,69,,134,,134,203
Bhanu Municipality,0,3,48,,,51,,98,,98,149
"801041103 Recurrent 0 3 48 51 98 98 149
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 48 48 98 98 146
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,48,,,51,,98,,98,149
Bhimad Municipality,0,3,60,,,63,,122,,122,185
"801041113 Recurrent 0 3 60 63 122 122 185
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 60 60 122 122 182
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,60,,,63,,122,,122,185
Byas Municipality,0,3,104,,,107,,3335,,3335,3442
"801041123 Recurrent 0 3 104 107 3335 3335 3442
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 3126 3126 3126
2116001 School Education Sector Plan (SESP)- Pool Fund 104 104 209 209 313
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,104,,,107,,3335,,3335,3442
Shuklagandaki Municipality,0,3,65,,,68,,2575,,2575,2643
"801041133 Recurrent 0 3 65 68 2575 2575 2643
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 2444 2444 2444
2116001 School Education Sector Plan (SESP)- Pool Fund 65 65 131 131 196
Code 0",0,3,65,,,68,,2575,,2575,2643
92,,,,,,,,,,,
