0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
2225001 Saudi Fund Code 0 0 595 595 595,,,,,,,,,,,
Urban Governance & Development project,0,,,,,0,660,2288,,2948,2948
"347011083 Recurrent 0 0 148 148 148
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 148 148 148
347011084 Capital 0 0 660 2140 2800 2800
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 660 2140 2800 2800",0,,,,,0,,148,,148,148
Regional Urban Development Program,0,,,,,0,150,11405,,11555,11555
"347011113 Recurrent 0 0 144 144 144
GoN Ref: Counterpart 0
2101001 ADB - General Code 0 0 144 144 144
347011114 Capital 0 0 150 11261 11411 11411
GoN Ref: Counterpart 0
2101001 ADB - General Code 0 0 150 11261 11411 11411",0,,,,,0,,144,,144,144
"Model Intergrated Settlement Development Program (Terai
Madhes-Pahad-Himal)",0,27498,,,,27498,,,241717,241717,269215
"347011144 Capital 0 27498 27498 241717 241717 269215
GoN Ref: Counterpart 0
2101004 ADB/PBL Code 0 0 36404 36404 36404
2101009 ADB/PBL-PFM Code 0 0 58314 58314 58314
2103015 IDA/DPC - SICI Code 0 0 34999 34999 34999
2104003 IMF Extended Credit Facility Code 0 0 112000 112000 112000
2207003 China - BudgetSupport Code 0 27498 27498 0 27498",0,27498,,,,27498,,,241717,241717,269215
Urban Resilience Livability Improvement Project,0,,100,,,100,,1532,,1532,1632
"347011193 Recurrent 0 0 36 36 36
GoN Ref: Counterpart 0
2101001 ADB - General Code 0 0 36 36 36
347011194 Capital 0 100 100 1496 1496 1596
GoN Ref: Counterpart 0
2101001 ADB - General Code 0 100 100 1496 1496 1596",0,,,,,0,,36,,36,36
Rural Connectivity Improvement Project -AF,0,,,,,0,,5303,,5303,5303
"347021083 Recurrent 0 0 104 104 104
GoN Ref: Counterpart 0
2101001 ADB - General Code 0 0 104 104 104
347021084 Capital 0 0 5199 5199 5199",0,,,,,0,,104,,104,104
13,,,,,,,,,,,
