0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
Myagang Rural Municipality,0,20,44,,,64,,89,,89,153
"801033523 Recurrent 0 20 44 64 89 89 153
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 44 44 89 89 133
Code 0
2229001 EU - General Code 0 20 20 0 20",0,20,44,,,64,,89,,89,153
Likhu Rural Municipality,0,3,23,,,26,,47,,47,73
"801033533 Recurrent 0 3 23 26 47 47 73
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 23 23 47 47 70
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,23,,,26,,47,,47,73
Shivapuri Rural Municipality,0,3,47,,,50,,95,,95,145
"801033543 Recurrent 0 3 47 50 95 95 145
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 47 47 95 95 142
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,47,,,50,,95,,95,145
Suryagadhi Rural Municipality,0,3,50,,,53,,100,,100,153
"801033553 Recurrent 0 3 50 53 100 100 153
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 50 50 100 100 150
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,50,,,53,,100,,100,153
Konjyosom Rural Municipality,0,3,24,,,27,,49,,49,76
"801033563 Recurrent 0 3 24 27 49 49 76
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 24 24 49 49 73
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,24,,,27,,49,,49,76
Bagmati Rural Municipality,0,3,43,,,46,,87,,87,133
"801033573 Recurrent 0 3 43 46 87 87 133
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 43 43 87 87 130
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,43,,,46,,87,,87,133
Mahangkal Rural Municipality,0,3,23,,,26,,47,,47,73
801033583 Recurrent 0 3 23 26 47 47 73,0,3,23,,,26,,47,,47,73
87,,,,,,,,,,,
