0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
2229001 EU - General Code 0 36 36 0 36,,,,,,,,,,,
Bhagawatimai Rural Municipality,0,33,64,311,,408,,130,,130,538
"801063523 Recurrent 0 33 64 311 408 130 130 538
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 64 64 130 130 194
Code 0
2209003 Finland - Pool Fund Code 0 311 311 0 311
2229001 EU - General Code 0 33 33 0 33",0,33,64,311,,408,,130,,130,538
Bhairebi Rural Municipality,0,33,53,,,86,,107,,107,193
"801063533 Recurrent 0 33 53 86 107 107 193
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 53 53 107 107 160
Code 0
2229001 EU - General Code 0 33 33 0 33",0,33,53,,,86,,107,,107,193
Mahabu Rural Municipality,0,32,47,,,79,,95,,95,174
"801063543 Recurrent 0 32 47 79 95 95 174
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 47 47 95 95 142
Code 0
2229001 EU - General Code 0 32 32 0 32",0,32,47,,,79,,95,,95,174
Dhangadhi Sub Metropolitan City,0,4,178,,,182,,359,,359,541
"801070313 Recurrent 0 4 178 182 359 359 541
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 178 178 359 359 537
Code 0
2229001 EU - General Code 0 3 3 0 3
2301001 GEFMAT- General Code 0 1 1 0 1",0,4,178,,,182,,359,,359,541
Godavari Municipality,0,6,148,,,154,,300,,300,454
"801071013 Recurrent 0 6 148 154 300 300 454
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 148 148 300 300 448
Code 0
2229001 EU - General Code 0 3 3 0 3
2301001 GEFMAT- General Code 0 3 3 0 3",0,6,148,,,154,,300,,300,454
Gauriganga Municipality,0,7,101,,,108,,204,,204,312
"801071023 Recurrent 0 7 101 108 204 204 312
GoN Ref: Counterpart 0",0,7,101,,,108,,204,,204,312
138,,,,,,,,,,,
