0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"307000153 Recurrent 0 0 47 47 47
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 47 47 47
307000154 Capital 0 0 758 758 758
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 758 758 758",0,,,,,0,,47,,47,47
"Industrial Infrastructure Development Programme(including
Special Economic Zone)",0,,,,,0,,,15541,15541,15541
"307001013 Recurrent 0 0 340 340 340
GoN Ref: Counterpart 0
2101004 ADB/PBL Code 0 0 340 340 340
307001014 Capital 0 0 15201 15201 15201
GoN Ref: Counterpart 0
2101004 ADB/PBL Code 0 0 15201 15201 15201",0,,,,,0,,,340,340,340
Nepal Strategic Road Connectivity & Trade Improvement Project,0,,,,,0,,16140,,16140,16140
"307001103 Recurrent 0 0 384 384 384
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 384 384 384
307001104 Capital 0 0 15756 15756 15756
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 15756 15756 15756",0,,,,,0,,384,,384,384
"Department of Nepal Standards, Weights & Measurement",0,,,213,,213,,,,0,213
"307030113 Recurrent 0 208 208 0 208
GoN Ref: Counterpart 0
2109006 UNEP Code 0 208 208 0 208
307030114 Capital 0 5 5 0 5
GoN Ref: Counterpart 0
2109006 UNEP Code 0 5 5 0 5
308 Ministry of Energy, Water Resources and Irrigation 0 4250 12769 10960 27979 712 106418 45004 152134 180113",0,,,208,,208,,,,0,208
National Rural and Renewable Energy Programme,0,,4540,10560,,15100,,100,,100,15200
"308001043 Recurrent 0 4540 10560 15100 100 100 15200
GoN Ref: Counterpart 0
2101001 ADB - General Code 0 1140 1140 0 1140
2103001 IDA - General Code 0 2100 2100 100 100 2200
2109027 GCF Code 0 6550 6550 0 6550
2211003 Germany - KFW Code 0 4010 4010 0 4010
2226001 UK - General Code 0 1300 1300 0 1300",0,,4540,10560,,15100,,100,,100,15200
2,,,,,,,,,,,
