0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"801013613 Recurrent 0 43 51 94 102 102 196
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 51 51 102 102 153
Code 0
2223002 Switzerland - SDC Code 0 40 40 0 40
2229001 EU - General Code 0 3 3 0 3",0,43,51,,,94,,102,,102,196
Miklajung Rural Municipality,0,69,58,,,127,,118,,118,245
"801013623 Recurrent 0 69 58 127 118 118 245
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 58 58 118 118 176
Code 0
2223002 Switzerland - SDC Code 0 66 66 0 66
2229001 EU - General Code 0 3 3 0 3",0,69,58,,,127,,118,,118,245
Khumbu Pasanglhamu Rural Municipality,0,3,19,,,22,,38,,38,60
"801013633 Recurrent 0 3 19 22 38 38 60
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 19 19 38 38 57
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,19,,,22,,38,,38,60
Mapya Dudhkoshi Rural Municipality,0,3,38,,,41,,77,,77,118
"801013643 Recurrent 0 3 38 41 77 77 118
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 38 38 77 77 115
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,38,,,41,,77,,77,118
Thulung Dudhkoshi Rural Municipality,0,3,48,,,51,,96,,96,147
"801013653 Recurrent 0 3 48 51 96 96 147
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 48 48 96 96 144
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,48,,,51,,96,,96,147
Nechasalyan Rural Municipality,0,3,29,,,32,,58,,58,90
"801013663 Recurrent 0 3 29 32 58 58 90
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 29 29 58 58 87
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,29,,,32,,58,,58,90
Mahakulung Rural Municipality,0,3,26,,,29,,53,,53,82
,,,,,,,,,,,
44,,,,,,,,,,,
