0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 71 71 144 144 215
Code 0
2226006 UK-FCDO Code 0 277 277 0 277
2229001 EU - General Code 0 32 32 0 32",,,,,,,,,,,
Bhume Rural Municipality,0,33,72,,,105,,146,,146,251
"801053413 Recurrent 0 33 72 105 146 146 251
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 72 72 146 146 218
Code 0
2229001 EU - General Code 0 33 33 0 33",0,33,72,,,105,,146,,146,251
Sisne Rural Municipality,0,17,377,,,394,,154,,154,548
"801053423 Recurrent 0 17 377 394 154 154 548
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 76 76 154 154 230
Code 0
2226006 UK-FCDO Code 0 301 301 0 301
2229001 EU - General Code 0 17 17 0 17",0,17,377,,,394,,154,,154,548
Tribeni Rural Municipality,0,36,364,,,400,,191,,191,591
"801053433 Recurrent 0 36 364 400 191 191 591
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 95 95 191 191 286
Code 0
2226006 UK-FCDO Code 0 269 269 0 269
2229001 EU - General Code 0 36 36 0 36",0,36,364,,,400,,191,,191,591
Thawang Rural Municipality,0,54,38,,,92,,76,,76,168
"801053443 Recurrent 0 54 38 92 76 76 168
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 38 38 76 76 114
Code 0
2223002 Switzerland - SDC Code 0 27 27 0 27
2229001 EU - General Code 0 27 27 0 27",0,54,38,,,92,,76,,76,168
Paribartan Rural Municipality,0,17,365,,,382,,160,,160,542
"801053453 Recurrent 0 17 365 382 160 160 542
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 79 79 160 160 239
Code 0
2226006 UK-FCDO Code 0 286 286 0 286",0,17,365,,,382,,160,,160,542
118,,,,,,,,,,,
