0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 50 50 101 101 151
Code 0
2223002 Switzerland - SDC Code 0 61 61 0 61
2229001 EU - General Code 0 3 3 0 3",,,,,,,,,,,
Bhojpur Municipality,0,35,54,,,89,,109,,109,198
"801011223 Recurrent 0 35 54 89 109 109 198
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 54 54 109 109 163
Code 0
2223002 Switzerland - SDC Code 0 32 32 0 32
2229001 EU - General Code 0 3 3 0 3",0,35,54,,,89,,109,,109,198
Khadananda Municipality,0,56,66,,,122,,134,,134,256
"801011233 Recurrent 0 56 66 122 134 134 256
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 66 66 134 134 200
Code 0
2223002 Switzerland - SDC Code 0 53 53 0 53
2229001 EU - General Code 0 3 3 0 3",0,56,66,,,122,,134,,134,256
Dhankuta Municipality,0,118,145,,,263,,2120,,2120,2383
"801011243 Recurrent 0 118 145 263 2120 2120 2383
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 2009 2009 2009
2103003 WB - Trust Fund Code 0 90 90 0 90
2116001 School Education Sector Plan (SESP)- Pool Fund 55 55 111 111 166
Code 0
2223002 Switzerland - SDC Code 0 115 115 0 115
2229001 EU - General Code 0 3 3 0 3",0,118,145,,,263,,2120,,2120,2383
Pakhribas Municipality,0,13,52,,,65,,106,,106,171
"801011253 Recurrent 0 13 52 65 106 106 171
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 52 52 106 106 158
Code 0
2223002 Switzerland - SDC Code 0 10 10 0 10
2229001 EU - General Code 0 3 3 0 3",0,13,52,,,65,,106,,106,171
Mahalaxmi Municipality,0,28,66,,,94,,134,,134,228
"801011263 Recurrent 0 28 66 94 134 134 228
GoN Ref: Counterpart 0",0,28,66,,,94,,134,,134,228
29,,,,,,,,,,,
