0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
2229001 EU - General Code 0 17 17 0 17,,,,,,,,,,,
Bhumikasthan Municipality,0,3,64,,,67,,129,,129,196
"801051153 Recurrent 0 3 64 67 129 129 196
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 64 64 129 129 193
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,64,,,67,,129,,129,196
Shitganga Municipality,0,3,464,,,467,,201,,201,668
"801051163 Recurrent 0 3 464 467 201 201 668
GoN Ref: Counterpart 0
2103003 WB - Trust Fund Code 0 25 25 0 25
2116001 School Education Sector Plan (SESP)- Pool Fund 99 99 201 201 300
Code 0
2226006 UK-FCDO Code 0 340 340 0 340
2229001 EU - General Code 0 3 3 0 3",0,3,464,,,467,,201,,201,668
Sandhikharka Municipality,0,3,68,,,71,,287,,287,358
"801051173 Recurrent 0 3 68 71 287 287 358
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 150 150 150
2116001 School Education Sector Plan (SESP)- Pool Fund 68 68 137 137 205
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,68,,,71,,287,,287,358
Tansen Municipality,0,85,453,,,538,,2926,,2926,3464
"801051183 Recurrent 0 85 453 538 2926 2926 3464
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 2782 2782 2782
2116001 School Education Sector Plan (SESP)- Pool Fund 71 71 144 144 215
Code 0
2223002 Switzerland - SDC Code 0 82 82 0 82
2226006 UK-FCDO Code 0 382 382 0 382
2229001 EU - General Code 0 3 3 0 3",0,85,453,,,538,,2926,,2926,3464
Rampur Municipality,0,3,71,,,74,,143,,143,217
"801051193 Recurrent 0 3 71 74 143 143 217
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 71 71 143 143 214
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,71,,,74,,143,,143,217
Musikot Municipality,0,3,363,,,366,,134,,134,500
,,,,,,,,,,,
108,,,,,,,,,,,
