0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"2116001 School Education Sector Plan (SESP)- Pool Fund 148 148 300 300 448
Code 0
2229001 EU - General Code 0 20 20 0 20",,,,,,,,,,,
Krishnanagar Municipality,0,20,104,,,124,,208,,208,332
"801051103 Recurrent 0 20 104 124 208 208 332
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 104 104 208 208 312
Code 0
2229001 EU - General Code 0 20 20 0 20",0,20,104,,,124,,208,,208,332
Badganga Municipality,0,20,162,,,182,,216,,216,398
"801051113 Recurrent 0 20 162 182 216 216 398
GoN Ref: Counterpart 0
2103003 WB - Trust Fund Code 0 55 55 0 55
2116001 School Education Sector Plan (SESP)- Pool Fund 107 107 216 216 323
Code 0
2229001 EU - General Code 0 20 20 0 20",0,20,162,,,182,,216,,216,398
Buddhabhumi Municipality,0,20,152,,,172,,246,,246,418
"801051123 Recurrent 0 20 152 172 246 246 418
GoN Ref: Counterpart 0
2103003 WB - Trust Fund Code 0 30 30 0 30
2116001 School Education Sector Plan (SESP)- Pool Fund 122 122 246 246 368
Code 0
2229001 EU - General Code 0 20 20 0 20",0,20,152,,,172,,246,,246,418
Maharajgunj Municipality,0,25,488,,,513,,288,,288,801
"801051133 Recurrent 0 25 488 513 288 288 801
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 142 142 288 288 430
Code 0
2226006 UK-FCDO Code 0 346 346 0 346
2229001 EU - General Code 0 20 20 0 20
2301001 GEFMAT- General Code 0 5 5 0 5",0,25,488,,,513,,288,,288,801
Shivaraj Municipality,0,54,187,,,241,,328,,328,569
"801051143 Recurrent 0 54 187 241 328 328 569
GoN Ref: Counterpart 0
2103003 WB - Trust Fund Code 0 25 25 0 25
2116001 School Education Sector Plan (SESP)- Pool Fund 162 162 328 328 490
Code 0
2223002 Switzerland - SDC Code 0 37 37 0 37",0,54,187,,,241,,328,,328,569
107,,,,,,,,,,,
