0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"2116001 School Education Sector Plan (SESP)- Pool Fund 37 37 74 74 111
Code 0
2223002 Switzerland - SDC Code 0 101 101 0 101
2229001 EU - General Code 0 3 3 0 3",,,,,,,,,,,
Hatuwagadhi Rural Municipality,0,29,35,,,64,,70,,70,134
"801013443 Recurrent 0 29 35 64 70 70 134
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 35 35 70 70 105
Code 0
2223002 Switzerland - SDC Code 0 26 26 0 26
2229001 EU - General Code 0 3 3 0 3",0,29,35,,,64,,70,,70,134
Shahidbhumi Rural Municipality,0,27,54,,,81,,111,,111,192
"801013453 Recurrent 0 27 54 81 111 111 192
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 54 54 111 111 165
Code 0
2223002 Switzerland - SDC Code 0 24 24 0 24
2229001 EU - General Code 0 3 3 0 3",0,27,54,,,81,,111,,111,192
Chaubise Rural Municipality,0,43,43,,,86,,86,,86,172
"801013463 Recurrent 0 43 43 86 86 86 172
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 43 43 86 86 129
Code 0
2223002 Switzerland - SDC Code 0 40 40 0 40
2229001 EU - General Code 0 3 3 0 3",0,43,43,,,86,,86,,86,172
Chhathar Jorpati Rural Municipality,0,19,40,,,59,,80,,80,139
"801013473 Recurrent 0 19 40 59 80 80 139
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 40 40 80 80 120
Code 0
2223002 Switzerland - SDC Code 0 16 16 0 16
2229001 EU - General Code 0 3 3 0 3",0,19,40,,,59,,80,,80,139
Sangurigadhi Rural Municipality,0,3,43,,,46,,86,,86,132
"801013483 Recurrent 0 3 43 46 86 86 132
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 43 43 86 86 129
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,43,,,46,,86,,86,132
,,,,,,,,,,,
41,,,,,,,,,,,
