0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"2116001 School Education Sector Plan (SESP)- Pool Fund 48 48 95 95 143
Code 0
2229001 EU - General Code 0 17 17 0 17",,,,,,,,,,,
Mukhiyapatti Musaharmiya Rural Municipality,0,107,48,,,155,,95,,95,250
"801023213 Recurrent 0 107 48 155 95 95 250
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 48 48 95 95 143
Code 0
2223002 Switzerland - SDC Code 0 66 66 0 66
2229001 EU - General Code 0 41 41 0 41",0,107,48,,,155,,95,,95,250
Laxminiya Rural Municipality,0,108,132,,,240,,94,,94,334
"801023223 Recurrent 0 108 132 240 94 94 334
GoN Ref: Counterpart 0
2103003 WB - Trust Fund Code 0 85 85 0 85
2116001 School Education Sector Plan (SESP)- Pool Fund 47 47 94 94 141
Code 0
2223002 Switzerland - SDC Code 0 67 67 0 67
2229001 EU - General Code 0 41 41 0 41",0,108,132,,,240,,94,,94,334
Yekdara Rural Municipality,0,18,79,,,97,,97,,97,194
"801023233 Recurrent 0 18 79 97 97 97 194
GoN Ref: Counterpart 0
2103003 WB - Trust Fund Code 0 30 30 0 30
2116001 School Education Sector Plan (SESP)- Pool Fund 49 49 97 97 146
Code 0
2229001 EU - General Code 0 18 18 0 18",0,18,79,,,97,,97,,97,194
Pipara Rural Municipality,0,83,67,,,150,,134,,134,284
"801023243 Recurrent 0 83 67 150 134 134 284
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 67 67 134 134 201
Code 0
2223002 Switzerland - SDC Code 0 66 66 0 66
2229001 EU - General Code 0 17 17 0 17",0,83,67,,,150,,134,,134,284
Mahottari Rural Municipality,0,41,53,,,94,,105,,105,199
"801023253 Recurrent 0 41 53 94 105 105 199
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 53 53 105 105 158
Code 0
2229001 EU - General Code 0 41 41 0 41",0,41,53,,,94,,105,,105,199
,,,,,,,,,,,
65,,,,,,,,,,,
