0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
2103007 IDA Higher Education P for R Code 0 0 22328 22328 22328,,,,,,,,,,,
"Council for Technical Ed. & Vocational Training (Including
Special Program)",0,1581,,8939,,10520,,,,0,10520
"350410113 Recurrent 0 1581 8939 10520 0 10520
GoN Ref: Counterpart 0
2223002 Switzerland - SDC Code 0 1581 8939 10520 0 10520
358 Ministry of Communications and Information 0 0 7356 7356 7356
Technology",0,1581,,8939,,10520,,,,0,10520
Digital Nepal Acceleration (DNA) Project,0,,,,,0,,7356,,7356,7356
"358001023 Recurrent 0 0 904 904 904
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 904 904 904
358001024 Capital 0 0 6452 6452 6452
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 6452 6452 6452
365 Ministry of Federal Affairs and General Administration 0 849 8811 18208 27868 0 27868",0,,,,,0,,904,,904,904
Multisectoral Nutrition Program,0,849,,,,849,,,,0,849
"365001063 Recurrent 0 849 849 0 849
GoN Ref: Counterpart 0
2229001 EU - General Code 0 849 849 0 849",0,849,,,,849,,,,0,849
Province and Local Governance Support Program,0,,8811,,,8811,,,,0,8811
"365001083 Recurrent 0 8610 8610 0 8610
GoN Ref: Counterpart 0
2316001 Donor - Pool Fund-PLGSP Code 0 8610 8610 0 8610
365001084 Capital 0 201 201 0 201
GoN Ref: Counterpart 0
2316001 Donor - Pool Fund-PLGSP Code 0 201 201 0 201",0,,8610,,,8610,,,,0,8610
Livelihood Improvement Project in Norther Region,0,,,5,,5,,,,0,5
"365001093 Recurrent 0 5 5 0 5
GoN Ref: Counterpart 0
2207001 China - General Code 0 5 5 0 5",0,,,5,,5,,,,0,5
Small Development Project,0,,,505,,505,,,,0,505
"365001103 Recurrent 0 505 505 0 505
GoN Ref: Counterpart 0
2214001 India - General Code 0 505 505 0 505",0,,,505,,505,,,,0,505
Project Aid to Nepal,0,,,3688,,3688,,,,0,3688
,,,,,,,,,,,
15,,,,,,,,,,,
