0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"2116001 School Education Sector Plan (SESP)- Pool Fund 58 58 118 118 176
Code 0
2209003 Finland - Pool Fund Code 0 125 125 0 125
2229001 EU - General Code 0 30 30 0 30",,,,,,,,,,,
Shuva Kalika Rural Municipality,0,30,273,,,303,,95,,95,398
"801063243 Recurrent 0 30 273 303 95 95 398
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 47 47 95 95 142
Code 0
2226006 UK-FCDO Code 0 226 226 0 226
2229001 EU - General Code 0 30 30 0 30",0,30,273,,,303,,95,,95,398
Naraharinath Rural Municipality,0,40,74,,,114,,150,,150,264
"801063253 Recurrent 0 40 74 114 150 150 264
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 74 74 150 150 224
Code 0
2229001 EU - General Code 0 40 40 0 40",0,40,74,,,114,,150,,150,264
Pachaljharana Rural Municipality,0,31,55,,,86,,111,,111,197
"801063263 Recurrent 0 31 55 86 111 111 197
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 55 55 111 111 166
Code 0
2229001 EU - General Code 0 31 31 0 31",0,31,55,,,86,,111,,111,197
Palata Rural Municipality,0,34,60,71,,165,,122,,122,287
"801063273 Recurrent 0 34 60 71 165 122 122 287
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 60 60 122 122 182
Code 0
2209003 Finland - Pool Fund Code 0 71 71 0 71
2229001 EU - General Code 0 34 34 0 34",0,34,60,71,,165,,122,,122,287
Mahabai Rural Municipality,0,31,30,,,61,,61,,61,122
"801063283 Recurrent 0 31 30 61 61 61 122
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 30 30 61 61 91
Code 0
2229001 EU - General Code 0 31 31 0 31",0,31,30,,,61,,61,,61,122
Sanni Tribeni Rural Municipality,0,30,57,,,87,,114,,114,201
801063293 Recurrent 0 30 57 87 114 114 201,0,30,57,,,87,,114,,114,201
133,,,,,,,,,,,
