0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"2229001 EU - General Code 0 32 32 0 32
2301001 GEFMAT- General Code 0 0 0 0",,,,,,,,,,,
Badimalika Municipality,0,20,48,,,68,,96,,96,164
"801071143 Recurrent 0 20 48 68 96 96 164
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 48 48 96 96 144
Code 0
2229001 EU - General Code 0 20 20 0 20",0,20,48,,,68,,96,,96,164
Budhiganga Municipality,0,17,56,,,73,,112,,112,185
"801071153 Recurrent 0 17 56 73 112 112 185
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 56 56 112 112 168
Code 0
2229001 EU - General Code 0 17 17 0 17
2301001 GEFMAT- General Code 0 0 0 0",0,17,56,,,73,,112,,112,185
Budhinanda Municipality,0,42,47,,,89,,95,,95,184
"801071163 Recurrent 0 42 47 89 95 95 184
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 47 47 95 95 142
Code 0
2229001 EU - General Code 0 37 37 0 37
2301001 GEFMAT- General Code 0 5 5 0 5",0,42,47,,,89,,95,,95,184
Jayprithbi Municipality,0,20,62,,,82,,124,,124,206
"801071173 Recurrent 0 20 62 82 124 124 206
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 62 62 124 124 186
Code 0
2229001 EU - General Code 0 20 20 0 20",0,20,62,,,82,,124,,124,206
Bungal Municipality,0,40,79,,,119,,160,,160,279
"801071183 Recurrent 0 40 79 119 160 160 279
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 79 79 160 160 239
Code 0
2229001 EU - General Code 0 40 40 0 40",0,40,79,,,119,,160,,160,279
Mahakali Municipality,0,20,61,,,81,,123,,123,204
"801071193 Recurrent 0 20 61 81 123 123 204
GoN Ref: Counterpart 0",0,20,61,,,81,,123,,123,204
141,,,,,,,,,,,
