0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"2209003 Finland - Pool Fund Code 0 166 166 0 166
2226006 UK-FCDO Code 0 291 291 0 291
2229001 EU - General Code 0 40 40 0 40",,,,,,,,,,,
Lekbensi Municipality,0,3,74,,,77,,150,,150,227
"801061173 Recurrent 0 3 74 77 150 150 227
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 74 74 150 150 224
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,74,,,77,,150,,150,227
Birendranagar Municipality,0,3,162,,,165,4000,9596,,13596,13761
"801061183 Recurrent 0 3 162 165 4000 9596 13596 13761
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 4000 9269 13269 13269
2116001 School Education Sector Plan (SESP)- Pool Fund 162 162 327 327 489
Code 0
2229001 EU - General Code 0 3 3 0 3
2301001 GEFMAT- General Code 0 0 0 0",0,3,162,,,165,4000,9596,,13596,13761
Chedagad Municipality,0,41,123,,,164,,247,,247,411
"801061193 Recurrent 0 41 123 164 247 247 411
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 123 123 247 247 370
Code 0
2229001 EU - General Code 0 41 41 0 41",0,41,123,,,164,,247,,247,411
Nalgad Municipality,0,40,354,356,,750,,216,,216,966
"801061203 Recurrent 0 40 354 356 750 216 216 966
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 107 107 216 216 323
Code 0
2209003 Finland - Pool Fund Code 0 356 356 0 356
2226006 UK-FCDO Code 0 247 247 0 247
2229001 EU - General Code 0 40 40 0 40",0,40,354,356,,750,,216,,216,966
Bherimalika Municipality,0,20,82,271,,373,,266,,266,639
"801061213 Recurrent 0 20 82 271 373 266 266 639
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 100 100 100
2116001 School Education Sector Plan (SESP)- Pool Fund 82 82 166 166 248
Code 0
2209003 Finland - Pool Fund Code 0 271 271 0 271",0,20,82,271,,373,,266,,266,639
127,,,,,,,,,,,
