0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 23 23 47 47 70
Code 0
2229001 EU - General Code 0 3 3 0 3",,,,,,,,,,,
Khanikhola Rural Municipality,0,3,45,,,48,,91,,91,139
"801033593 Recurrent 0 3 45 48 91 91 139
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 45 45 91 91 136
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,45,,,48,,91,,91,139
Chaurideurali Rural Municipality,0,3,36,,,39,,73,,73,112
"801033603 Recurrent 0 3 36 39 73 73 112
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 36 36 73 73 109
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,36,,,39,,73,,73,112
Temal Rural Municipality,0,3,38,,,41,,78,,78,119
"801033613 Recurrent 0 3 38 41 78 78 119
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 38 38 78 78 116
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,38,,,41,,78,,78,119
Bethanchok Rural Municipality,0,3,40,,,43,,81,,81,124
"801033623 Recurrent 0 3 40 43 81 81 124
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 40 40 81 81 121
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,40,,,43,,81,,81,124
Bhumlu Rural Municipality,0,3,29,,,32,,59,,59,91
"801033633 Recurrent 0 3 29 32 59 59 91
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 29 29 59 59 88
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,29,,,32,,59,,59,91
Mahabharat Rural Municipality,0,3,53,,,56,,108,,108,164
"801033643 Recurrent 0 3 53 56 108 108 164
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 53 53 108 108 161
Code 0",0,3,53,,,56,,108,,108,164
88,,,,,,,,,,,
