0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
2229001 EU - General Code 0 17 17 0 17,,,,,,,,,,,
Madi Rural Municipality,0,28,60,,,88,,122,,122,210
"801053463 Recurrent 0 28 60 88 122 122 210
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 60 60 122 122 182
Code 0
2229001 EU - General Code 0 28 28 0 28",0,28,60,,,88,,122,,122,210
Runtigadhi Rural Municipality,0,37,118,,,155,,178,,178,333
"801053473 Recurrent 0 37 118 155 178 178 333
GoN Ref: Counterpart 0
2103003 WB - Trust Fund Code 0 30 30 0 30
2116001 School Education Sector Plan (SESP)- Pool Fund 88 88 178 178 266
Code 0
2229001 EU - General Code 0 37 37 0 37",0,37,118,,,155,,178,,178,333
Lungri Rural Municipality,0,37,364,,,401,,176,,176,577
"801053483 Recurrent 0 37 364 401 176 176 577
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 87 87 176 176 263
Code 0
2226006 UK-FCDO Code 0 277 277 0 277
2229001 EU - General Code 0 37 37 0 37",0,37,364,,,401,,176,,176,577
Gangadevi Rural Municipality,0,31,76,,,107,,155,,155,262
"801053493 Recurrent 0 31 76 107 155 155 262
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 76 76 155 155 231
Code 0
2229001 EU - General Code 0 31 31 0 31",0,31,76,,,107,,155,,155,262
Sunchhahari Rural Municipality,0,30,311,,,341,,141,,141,482
"801053503 Recurrent 0 30 311 341 141 141 482
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 70 70 141 141 211
Code 0
2226006 UK-FCDO Code 0 241 241 0 241
2229001 EU - General Code 0 30 30 0 30",0,30,311,,,341,,141,,141,482
Sunilsmriti Rural Municipality,0,37,82,,,119,,165,,165,284
"801053513 Recurrent 0 37 82 119 165 165 284
GoN Ref: Counterpart 0",0,37,82,,,119,,165,,165,284
119,,,,,,,,,,,
