0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
Jantedhunga Rural Municipality,0,54,39,,,93,,79,,79,172
"801013733 Recurrent 0 54 39 93 79 79 172
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 39 39 79 79 118
Code 0
2223002 Switzerland - SDC Code 0 36 36 0 36
2229001 EU - General Code 0 18 18 0 18",0,54,39,,,93,,79,,79,172
Diprung Chuichumma Rural Municipality,0,18,51,,,69,,103,,103,172
"801013743 Recurrent 0 18 51 69 103 103 172
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 51 51 103 103 154
Code 0
2229001 EU - General Code 0 18 18 0 18",0,18,51,,,69,,103,,103,172
Rawa Beshi Rural Municipality,0,27,27,,,54,,55,,55,109
"801013753 Recurrent 0 27 27 54 55 55 109
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 27 27 55 55 82
Code 0
2223002 Switzerland - SDC Code 0 9 9 0 9
2229001 EU - General Code 0 18 18 0 18",0,27,27,,,54,,55,,55,109
Barahpokhari Rural Municipality,0,18,34,,,52,,68,,68,120
"801013763 Recurrent 0 18 34 52 68 68 120
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 34 34 68 68 102
Code 0
2229001 EU - General Code 0 18 18 0 18",0,18,34,,,52,,68,,68,120
Sakela Rural Municipality,0,54,23,,,77,,46,,46,123
"801013773 Recurrent 0 54 23 77 46 46 123
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 23 23 46 46 69
Code 0
2223002 Switzerland - SDC Code 0 36 36 0 36
2229001 EU - General Code 0 18 18 0 18",0,54,23,,,77,,46,,46,123
Udayapurgadhi Rural Municipality,0,39,77,,,116,,156,,156,272
"801013783 Recurrent 0 39 77 116 156 156 272
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 77 77 156 156 233
Code 0",0,39,77,,,116,,156,,156,272
46,,,,,,,,,,,
