0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
Naukunda Rural Municipality,0,30,35,,,65,,72,,72,137
"801033333 Recurrent 0 30 35 65 72 72 137
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 35 35 72 72 107
Code 0
2229001 EU - General Code 0 30 30 0 30",0,30,35,,,65,,72,,72,137
Aamachhodingmo Rural Municipality,0,3,19,,,22,,38,,38,60
"801033343 Recurrent 0 3 19 22 38 38 60
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 19 19 38 38 57
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,19,,,22,,38,,38,60
Khaniyabas Rural Municipality,0,30,28,,,58,,57,,57,115
"801033353 Recurrent 0 30 28 58 57 57 115
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 28 28 57 57 85
Code 0
2229001 EU - General Code 0 30 30 0 30",0,30,28,,,58,,57,,57,115
Gangajamuna Rural Municipality,0,3,45,,,48,,91,,91,139
"801033363 Recurrent 0 3 45 48 91 91 139
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 45 45 91 91 136
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,45,,,48,,91,,91,139
Gajuri Rural Municipality,0,16,54,,,70,,110,,110,180
"801033373 Recurrent 0 16 54 70 110 110 180
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 54 54 110 110 164
Code 0
2229001 EU - General Code 0 16 16 0 16",0,16,54,,,70,,110,,110,180
Galchhi Rural Municipality,0,3,52,,,55,,107,,107,162
"801033383 Recurrent 0 3 52 55 107 107 162
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 52 52 107 107 159
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,52,,,55,,107,,107,162
Jhalamukhi Rural Municipality,0,3,49,,,52,,99,,99,151
801033393 Recurrent 0 3 49 52 99 99 151,0,3,49,,,52,,99,,99,151
84,,,,,,,,,,,
