0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"2116001 School Education Sector Plan (SESP)- Pool Fund 80 80 162 162 242
Code 0
2226006 UK-FCDO Code 0 256 256 0 256
2229001 EU - General Code 0 41 41 0 41",,,,,,,,,,,
Shivalaya Rural Municipality,0,31,279,,,310,,105,,105,415
"801063473 Recurrent 0 31 279 310 105 105 415
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 52 52 105 105 157
Code 0
2226006 UK-FCDO Code 0 227 227 0 227
2229001 EU - General Code 0 24 24 0 24
2229002 EU - NPTF Code 0 7 7 0 7",0,31,279,,,310,,105,,105,415
Gurans Rural Municipality,0,38,299,,,337,,121,,121,458
"801063483 Recurrent 0 38 299 337 121 121 458
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 60 60 121 121 181
Code 0
2226006 UK-FCDO Code 0 239 239 0 239
2229001 EU - General Code 0 38 38 0 38",0,38,299,,,337,,121,,121,458
Thatikandh Rural Municipality,0,32,51,,,83,,102,,102,185
"801063493 Recurrent 0 32 51 83 102 102 185
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 51 51 102 102 153
Code 0
2229001 EU - General Code 0 32 32 0 32",0,32,51,,,83,,102,,102,185
Dungeswor Rural Municipality,0,31,33,,,64,,66,,66,130
"801063503 Recurrent 0 31 33 64 66 66 130
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 33 33 66 66 99
Code 0
2229001 EU - General Code 0 31 31 0 31",0,31,33,,,64,,66,,66,130
Naumule Rural Municipality,0,36,288,270,,594,,137,,137,731
"801063513 Recurrent 0 36 288 270 594 137 137 731
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 68 68 137 137 205
Code 0
2209003 Finland - Pool Fund Code 0 270 270 0 270
2226006 UK-FCDO Code 0 220 220 0 220",0,36,288,270,,594,,137,,137,731
137,,,,,,,,,,,
