0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"2223002 Switzerland - SDC Code 0 68 68 0 68
2229001 EU - General Code 0 3 3 0 3",,,,,,,,,,,
Chainpur Municipality,0,50,56,,,106,,114,,114,220
"801011163 Recurrent 0 50 56 106 114 114 220
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 56 56 114 114 170
Code 0
2223002 Switzerland - SDC Code 0 47 47 0 47
2229001 EU - General Code 0 3 3 0 3",0,50,56,,,106,,114,,114,220
Dharmadevi Municipality,0,25,38,,,63,,77,,77,140
"801011173 Recurrent 0 25 38 63 77 77 140
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 38 38 77 77 115
Code 0
2223002 Switzerland - SDC Code 0 22 22 0 22
2229001 EU - General Code 0 3 3 0 3",0,25,38,,,63,,77,,77,140
Panchkhapan Municipality,0,3,42,,,45,,84,,84,129
"801011183 Recurrent 0 3 42 45 84 84 129
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 42 42 84 84 126
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,42,,,45,,84,,84,129
Madi Municipality,0,40,49,,,89,,100,,100,189
"801011193 Recurrent 0 40 49 89 100 100 189
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 49 49 100 100 149
Code 0
2223002 Switzerland - SDC Code 0 37 37 0 37
2229001 EU - General Code 0 3 3 0 3",0,40,49,,,89,,100,,100,189
Myanglung Municipality,0,54,43,,,97,,86,,86,183
"801011203 Recurrent 0 54 43 97 86 86 183
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 43 43 86 86 129
Code 0
2223002 Switzerland - SDC Code 0 51 51 0 51
2229001 EU - General Code 0 3 3 0 3",0,54,43,,,97,,86,,86,183
Laligurans Municipality,0,64,50,,,114,,101,,101,215
801011213 Recurrent 0 64 50 114 101 101 215,0,64,50,,,114,,101,,101,215
28,,,,,,,,,,,
