0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 49 49 99 99 148
Code 0
2229001 EU - General Code 0 3 3 0 3",,,,,,,,,,,
Tripurasundari Rural Municipality,0,3,41,,,44,,84,,84,128
"801033403 Recurrent 0 3 41 44 84 84 128
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 41 41 84 84 125
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,41,,,44,,84,,84,128
Thakre Rural Municipality,0,3,70,,,73,,141,,141,214
"801033413 Recurrent 0 3 70 73 141 141 214
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 70 70 141 141 211
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,70,,,73,,141,,141,214
Netrawati Dabjong Rural Municipality,0,3,26,,,29,,53,,53,82
"801033423 Recurrent 0 3 26 29 53 53 82
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 26 26 53 53 79
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,26,,,29,,53,,53,82
Benighat Rorang Rural Municipality,0,37,90,,,127,,181,,181,308
"801033433 Recurrent 0 37 90 127 181 181 308
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 90 90 181 181 271
Code 0
2229001 EU - General Code 0 37 37 0 37",0,37,90,,,127,,181,,181,308
Rubi Valley Rural Municipality,0,30,27,,,57,,54,,54,111
"801033443 Recurrent 0 30 27 57 54 54 111
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 27 27 54 54 81
Code 0
2229001 EU - General Code 0 30 30 0 30",0,30,27,,,57,,54,,54,111
Siddhalek Rural Municipality,0,3,59,,,62,,120,,120,182
"801033453 Recurrent 0 3 59 62 120 120 182
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 59 59 120 120 179
Code 0",0,3,59,,,62,,120,,120,182
85,,,,,,,,,,,
