0,1,2,3,4,5,6,7,8,9,10,11
52,,,,,,,,,,,
शशीीषषक(cid:4)क(cid:4),(cid:6)(cid:6)ोोतत,(cid:9)(cid:9)ननककााससाा (cid:14)(cid:14)वव(cid:9)(cid:9)धध,"22008811//8822 ककोो
ययथथााथथ (cid:4) (cid:4)खखचच(cid:4)(cid:4)","22008822//8833 ककोो
ससंशंशोो(cid:9)(cid:9)धधतत अअननममुु ाानन",22008833//8844,,,,"(cid:32)(cid:32)ााथथ(cid:9)(cid:9)ममककतताा
ससंकंकेेतत","(cid:34)(cid:34)ददगगोो
(cid:14)(cid:14)ववककाासस
ससंकंकेेतत","ललै(cid:9)ै(cid:9)गगंकंक
ससंकंकेेतत"
,,,,,जज(cid:40)(cid:40)ममाा बबजजेटेट,ननेपेपाालल ससररककाारर,ववैदैदेेििशशकक,,,,
,,,,,,,अअननददुुाानन,ऋऋणण,,,
"27313 सेवा (cid:9)नव(cid:64)ृ को संिचत (cid:14)वदा नेपाल सरकार नगद 10 0 0 0 0 0
27314 सेवा (cid:9)नव(cid:64)ृ को औषधी उपचार नेपाल सरकार नगद 20 0 0 0 0 0
28142 घर भाडा नेपाल सरकार नगद 3 3 6 6 0 0",,,,,,,,,,,
221188000000111144 पपजँजँुु ीीगगतत 1199 2288 2255 2255 00 00,,,,,,,,,,,
"31121 सवार(cid:62) साधन नेपाल सरकार नगद 0 0 0 0 0 0
31122 मेिशनर(cid:62) तथा औजार नेपाल सरकार नगद 7 11 11 11 0 0
31123 फ(cid:9)नच(cid:4) र तथा (cid:14)फ(cid:88)चस(cid:4) नेपाल सरकार नगद 2 5 9 9 0 0
31134 क(cid:40)(cid:97)यटु र स(cid:89)टवेयर (cid:9)नमा(cid:4)ण तथा खर(cid:62)द खच(cid:4) नेपाल सरकार नगद 0 2 3 3 0 0
31161 (cid:9)न(cid:9)मत(cid:4) भवनको संरचना(cid:94)मक सधु ार खच(cid:4) नेपाल सरकार नगद 10 10 2 2 0 0
222200 रराा(cid:14)(cid:14)(cid:59)(cid:59)यय (cid:32)(cid:32)ााककृृ(cid:9)(cid:9)ततकक (cid:6)(cid:6)ोोतत ततथथाा (cid:14)(cid:14)वव(cid:64)(cid:64) आआययोोगग 55,,9988 99,,1144 88,,6688 88,,6688 00 00
2222000000 रराा(cid:14)(cid:14)(cid:59)(cid:59)यय (cid:32)(cid:32)ााककृृ(cid:9)(cid:9)ततकक (cid:6)(cid:6)ोोतत ततथथाा (cid:14)(cid:14)वव(cid:64)(cid:64) आआययोोगग 55,,9988 99,,1144 88,,6688 88,,6688 00 00",,,,,,,,,,,
"2222000000001111 रराा(cid:14)(cid:14)(cid:59)(cid:59)यय (cid:32)(cid:32)ााककृृ(cid:9)(cid:9)ततकक (cid:6)(cid:6)ोोतत ततथथाा (cid:14)(cid:14)वव(cid:64)(cid:64) आआययोोगग 55,,9988 99,,1144 88,,6688 88,,6688 00 00 P1 00 33",,,,,,,,,,,
"222200000000111133 चचााललुु 55,,6677 88,,3344 88,,4444 88,,4444 00 00",,,,,,,,,,,
"21111 पा(cid:60)र(cid:61)(cid:9)मक कमच(cid:4) ार(cid:62) नेपाल सरकार नगद 2,97 3,41 3,93 3,93 0 0
21121 पोशाक नेपाल सरकार नगद 4 5 5 5 0 0
21132 महंगी भ(cid:64)ा नेपाल सरकार नगद 9 22 29 29 0 0
21134 कमच(cid:4) ार(cid:62)को बैठक भ(cid:64)ा नेपाल सरकार नगद 1 6 3 3 0 0
21139 अ(cid:66)य भ(cid:64)ा नेपाल सरकार नगद 0 2 1 1 0 0
21212 योगदानमा आधा(cid:60)रत (cid:9)नवतृ भरण तथा उपदान कोष खच(cid:4) नेपाल सरकार नगद 2 4 2 2 0 0
21213 योगदानमा आधा(cid:60)रत बीमा कोष खच(cid:4) नेपाल सरकार नगद 2 2 2 2 0 0
22111 पानी तथा (cid:9)बजलु (cid:62) नेपाल सरकार नगद 6 12 12 12 0 0
22112 संचार महसलु नेपाल सरकार नगद 1 7 6 6 0 0
22212 इ(cid:66)धन (काया(cid:4)लय (cid:32)योजन) नेपाल सरकार नगद 19 21 23 23 0 0
22213 सवार(cid:62) साधन ममत(cid:4) खच(cid:4) नेपाल सरकार नगद 17 32 27 27 0 0
22214 वीमा तथा नवीकरण खच(cid:4) नेपाल सरकार नगद 4 12 5 5 0 0
22221 मेिशनर(cid:62) तथा औजार ममत(cid:4) स(cid:40)भार तथा स(cid:49)ालन खच(cid:4) नेपाल सरकार नगद 7 12 12 12 0 0
22231 (cid:9)न(cid:9)मत(cid:4) सावज(cid:4) (cid:9)नक स(cid:40)पि(cid:64)को ममत(cid:4) स(cid:40)भार खच(cid:4) नेपाल सरकार नगद 3 26 22 22 0 0
22291 अ(cid:66)य स(cid:40)पि(cid:64)ह(cid:72)को संचालन तथा स(cid:40)भार खच(cid:4) नेपाल सरकार नगद 5 5 5 5 0 0
22311 मसल(cid:66)द तथा काया(cid:4)लय सामा(cid:73)ी नेपाल सरकार नगद 25 29 33 33 0 0
22314 इ(cid:66)धन - अ(cid:66)य (cid:32)योजन नेपाल सरकार नगद 0 0 2 2 0 0
22315 प(cid:75)प(cid:9)(cid:75)का, छपाई तथा सूचना (cid:32)काशन खच(cid:4) नेपाल सरकार नगद 6 14 9 9 0 0
22412 सूचना (cid:32)णाल(cid:62) तथा स(cid:89)टवेयर संचालन खच(cid:4) नेपाल सरकार नगद 0 1 0 0 0 0
22413 करार सेवा श(cid:79)ुक नेपाल सरकार नगद 82 90 1,00 1,00 0 0
22511 कमच(cid:4) ार(cid:62) ता(cid:9)लम खच(cid:4) नेपाल सरकार नगद 0 0 16 16 0 0
22512 सीप (cid:14)वकास तथा जनचेतना ता(cid:9)लम तथा गो(cid:92)ी स(cid:40)ब(cid:66)धी खच(cid:4) नेपाल सरकार नगद 14 28 15 15 0 0",,,,,,,,,,,
