0,1,2,3,4,5,6,7,8,9,10,11
191,,,,,,,,,,,
शशीीषषक(cid:4)क(cid:4),(cid:6)(cid:6)ोोतत,(cid:9)(cid:9)ननककााससाा (cid:14)(cid:14)वव(cid:9)(cid:9)धध,"22008811//8822 ककोो
ययथथााथथ (cid:4) (cid:4)खखचच(cid:4)(cid:4)","22008822//8833 ककोो
ससंशंशोो(cid:9)(cid:9)धधतत अअननममुु ाानन",22008833//8844,,,,"(cid:32)(cid:32)ााथथ(cid:9)(cid:9)ममककतताा
ससंकंकेेतत","(cid:34)(cid:34)ददगगोो
(cid:14)(cid:14)ववककाासस
ससंकंकेेतत","ललै(cid:9)ै(cid:9)गगंकंक
ससंकंकेेतत"
,,,,,जज(cid:40)(cid:40)ममाा बबजजेटेट,ननेपेपाालल ससररककाारर,ववैदैदेेििशशकक,,,,
,,,,,,,अअननददुुाानन,ऋऋणण,,,
"22111 पानी तथा (cid:9)बजलु (cid:62) नेपाल सरकार नगद 0 0 3 3 0 0
22111 पानी तथा (cid:9)बजलु (cid:62) िज (cid:9)स एफ / एफ ए ओ(2109028) नगद अनदु ान (31) 0 0 11 0 11 0
22112 संचार महसलु नेपाल सरकार नगद 0 0 1 1 0 0
22112 संचार महसलु िज (cid:9)स एफ / एफ ए ओ(2109028) नगद अनदु ान (31) 0 0 8 0 8 0
22212 इ(cid:66)धन (काया(cid:4)लय (cid:32)योजन) नेपाल सरकार नगद 0 0 3 3 0 0
22212 इ(cid:66)धन (काया(cid:4)लय (cid:32)योजन) िज (cid:9)स एफ / एफ ए ओ(2109028) नगद अनदु ान (31) 0 0 76 0 76 0
22213 सवार(cid:62) साधन ममत(cid:4) खच(cid:4) नेपाल सरकार नगद 0 0 2 2 0 0
22213 सवार(cid:62) साधन ममत(cid:4) खच(cid:4) िज (cid:9)स एफ / एफ ए ओ(2109028) नगद अनदु ान (31) 0 0 42 0 42 0
22214 वीमा तथा नवीकरण खच(cid:4) नेपाल सरकार नगद 0 0 2 2 0 0
22214 वीमा तथा नवीकरण खच(cid:4) िज (cid:9)स एफ / एफ ए ओ(2109028) नगद अनदु ान (31) 0 0 4 0 4 0
22221 मेिशनर(cid:62) तथा औजार ममत(cid:4) स(cid:40)भार तथा स(cid:49)ालन खच(cid:4) िज (cid:9)स एफ / एफ ए ओ(2109028) नगद अनदु ान (31) 0 0 25 0 25 0
22311 मसल(cid:66)द तथा काया(cid:4)लय सामा(cid:73)ी िज (cid:9)स एफ / एफ ए ओ(2109028) नगद अनदु ान (31) 0 0 35 0 35 0
22315 प(cid:75)प(cid:9)(cid:75)का, छपाई तथा सूचना (cid:32)काशन खच(cid:4) िज (cid:9)स एफ / एफ ए ओ(2109028) नगद अनदु ान (31) 0 0 31 0 31 0
22411 सेवा र परामश (cid:4)खच(cid:4) िज (cid:9)स एफ / एफ ए ओ(2109028) नगद अनदु ान (31) 0 0 3,09 0 3,09 0
22413 करार सेवा श(cid:79)ुक िज (cid:9)स एफ / एफ ए ओ(2109028) नगद अनदु ान (31) 0 0 68 0 68 0
22419 अ(cid:66)य सेवा श(cid:79)ुक िज (cid:9)स एफ / एफ ए ओ(2109028) नगद अनदु ान (31) 0 0 31 0 31 0
22512 सीप (cid:14)वकास तथा जनचेतना ता(cid:9)लम तथा गो(cid:92)ी स(cid:40)ब(cid:66)धी खच(cid:4) िज (cid:9)स एफ / एफ ए ओ(2109028) नगद अनदु ान (31) 0 0 4,21 0 4,21 0
22521 उ(cid:94)पादन साम(cid:73)ी / सेवा खच(cid:4) िज (cid:9)स एफ / एफ ए ओ(2109028) नगद अनदु ान (31) 0 0 16 0 16 0
22522 काय(cid:80)(cid:4) म खच(cid:4) िज (cid:9)स एफ / एफ ए ओ(2109028) नगद अनदु ान (31) 0 0 7,17 0 7,17 0
22611 अनगु मन, मू(cid:79)यांकन खच(cid:4) नेपाल सरकार नगद 0 0 1 1 0 0
22611 अनगु मन, मू(cid:79)यांकन खच(cid:4) िज (cid:9)स एफ / एफ ए ओ(2109028) नगद अनदु ान (31) 0 0 1,61 0 1,61 0
22612 (cid:85)मण खच(cid:4) नेपाल सरकार नगद 0 0 1 1 0 0
22612 (cid:85)मण खच(cid:4) िज (cid:9)स एफ / एफ ए ओ(2109028) नगद अनदु ान (31) 0 0 10 0 10 0
22711 (cid:14)व(cid:14)वध खच(cid:4) िज (cid:9)स एफ / एफ ए ओ(2109028) नगद अनदु ान (31) 0 0 26 0 26 0
28142 घर भाडा नेपाल सरकार नगद 0 0 29 29 0 0
28143 सवार(cid:62) साधन तथा मेिशनर औजार भाडा िज (cid:9)स एफ / एफ ए ओ(2109028) नगद अनदु ान (31) 0 0 35 0 35 0",,,,,,,,,,,
"331122000011227744 पपजँजँुु ीीगगतत 00 00 7777,,1199 00 7777,,1199 00",,,,,,,,,,,
"31157 वन तथा वातावरण संर(cid:96)ण िज (cid:9)स एफ / एफ ए ओ(2109028) नगद अनदु ान (31) 0 0 76,64 0 76,64 0
31171 पूजँ ीगत सधु ार खच (cid:4)सावज(cid:4) (cid:9)नक (cid:9)नमा(cid:4)ण िज (cid:9)स एफ / एफ ए ओ(2109028) नगद अनदु ान (31) 0 0 55 0 55 0",,,,,,,,,,,
"3311220000112288 ववनन (cid:14)(cid:14)ववककाासस ककोोषष ((ककााबबन(cid:4)न(cid:4) उउ(cid:94)(cid:94)ससजजन(cid:4)न(cid:4) (cid:66)(cid:66)ययूनूनीीककररणण)) 00 00 8866,,8844 00 8866,,8844 00 P1 11",,,,,,,,,,,
"331122000011228833 चचााललुु 00 00 8866,,5544 00 8866,,5544 00",,,,,,,,,,,
"22111 पानी तथा (cid:9)बजलु (cid:62) व(cid:79)ड (cid:4)बैक - (cid:114)(cid:100) कोष(2103003) नगद अनदु ान (31) 0 0 6 0 6 0
22112 संचार महसलु व(cid:79)ड (cid:4)बैक - (cid:114)(cid:100) कोष(2103003) नगद अनदु ान (31) 0 0 3 0 3 0
22211 इ(cid:66)धन (पदा(cid:9)धकार(cid:62)) व(cid:79)ड (cid:4)बैक - (cid:114)(cid:100) कोष(2103003) नगद अनदु ान (31) 0 0 8 0 8 0
22212 इ(cid:66)धन (काया(cid:4)लय (cid:32)योजन) व(cid:79)ड (cid:4)बैक - (cid:114)(cid:100) कोष(2103003) नगद अनदु ान (31) 0 0 18 0 18 0
22213 सवार(cid:62) साधन ममत(cid:4) खच(cid:4) व(cid:79)ड (cid:4)बैक - (cid:114)(cid:100) कोष(2103003) नगद अनदु ान (31) 0 0 9 0 9 0",,,,,,,,,,,
