0,1,2,3,4,5,6,7,8,9,10,11
71,,,,,,,,,,,
शशीीषषक(cid:4)क(cid:4),(cid:6)(cid:6)ोोतत,(cid:9)(cid:9)ननककााससाा (cid:14)(cid:14)वव(cid:9)(cid:9)धध,"22008811//8822 ककोो
ययथथााथथ (cid:4) (cid:4)खखचच(cid:4)(cid:4)","22008822//8833 ककोो
ससंशंशोो(cid:9)(cid:9)धधतत अअननममुु ाानन",22008833//8844,,,,"(cid:32)(cid:32)ााथथ(cid:9)(cid:9)ममककतताा
ससंकंकेेतत","(cid:34)(cid:34)ददगगोो
(cid:14)(cid:14)ववककाासस
ससंकंकेेतत","ललै(cid:9)ै(cid:9)गगंकंक
ससंकंकेेतत"
,,,,,जज(cid:40)(cid:40)ममाा बबजजेटेट,ननेपेपाालल ससररककाारर,ववैदैदेेििशशकक,,,,
,,,,,,,अअननददुुाानन,ऋऋणण,,,
"22522 काय(cid:80)(cid:4) म खच(cid:4) नेपाल सरकार नगद 14 27 0 0 0 0
22611 अनगु मन, मू(cid:79)यांकन खच(cid:4) नेपाल सरकार नगद 22 15 0 0 0 0
22612 (cid:85)मण खच(cid:4) नेपाल सरकार नगद 2 21 0 0 0 0
22711 (cid:14)व(cid:14)वध खच(cid:4) नेपाल सरकार नगद 13 12 0 0 0 0
28142 घर भाडा नेपाल सरकार नगद 1,27 1,34 0 0 0 0",,,,,,,,,,,
330011006600111144 पपजँजँुु ीीगगतत 66 3322 00 00 00 00,,,,,,,,,,,
"31112 गैर आवासीय भवन (cid:9)नमा(cid:4)ण/ख(cid:60)रद नेपाल सरकार नगद 0 6 0 0 0 0
31122 मेिशनर(cid:62) तथा औजार नेपाल सरकार नगद 4 6 0 0 0 0
31123 फ(cid:9)नच(cid:4) र तथा (cid:14)फ(cid:88)चस(cid:4) नेपाल सरकार नगद 2 3 0 0 0 0
31134 क(cid:40)(cid:97)यटु र स(cid:89)टवेयर (cid:9)नमा(cid:4)ण तथा खर(cid:62)द खच(cid:4) नेपाल सरकार नगद 0 17 0 0 0 0
3300110077 रराा(cid:14)(cid:14)(cid:59)(cid:59)यय अअननससुु (cid:66)(cid:66)धधाानन (cid:14)(cid:14)ववभभाागग 11,,6666,,6622 6611,,2288 11,,9955,,7744 11,,9955,,7744 00 00",,,,,,,,,,,
"3300110077001111 रराा(cid:14)(cid:14)(cid:59)(cid:59)यय अअननससुु (cid:66)(cid:66)धधाानन (cid:14)(cid:14)ववभभाागग 11,,6666,,6622 6611,,2288 11,,9955,,7744 11,,9955,,7744 00 00 P1 00 33",,,,,,,,,,,
"330011007700111133 चचााललुु 11,,5533,,7733 5588,,4488 11,,8866,,3311 11,,8866,,3311 00 00",,,,,,,,,,,
"21111 पा(cid:60)र(cid:61)(cid:9)मक कमच(cid:4) ार(cid:62) नेपाल सरकार नगद 98,01 36,48 1,13,96 1,13,96 0 0
21121 पोशाक नेपाल सरकार नगद 1,70 1 2,18 2,18 0 0
21122 खा(cid:106)ा(cid:107) नेपाल सरकार नगद 12,85 4,59 17,73 17,73 0 0
21131 (cid:52)थानीय भ(cid:64)ा नेपाल सरकार नगद 55 19 87 87 0 0
21132 महंगी भ(cid:64)ा नेपाल सरकार नगद 4,03 3,56 12,35 12,35 0 0
21134 कमच(cid:4) ार(cid:62)को बैठक भ(cid:64)ा नेपाल सरकार नगद 8 0 8 8 0 0
21135 कमच(cid:4) ार(cid:62) (cid:32)ो(cid:94)साहन तथा परु(cid:52)कार नेपाल सरकार नगद 0 0 1 1 0 0
21139 अ(cid:66)य भ(cid:64)ा नेपाल सरकार नगद 2,04 3,14 8,00 8,00 0 0
21212 योगदानमा आधा(cid:60)रत (cid:9)नवतृ भरण तथा उपदान कोष खच(cid:4) नेपाल सरकार नगद 86 37 1,72 1,72 0 0
21213 योगदानमा आधा(cid:60)रत बीमा कोष खच(cid:4) नेपाल सरकार नगद 80 28 99 99 0 0
22111 पानी तथा (cid:9)बजलु (cid:62) नेपाल सरकार नगद 2,04 44 2,03 2,03 0 0
22112 संचार महसलु नेपाल सरकार नगद 2,57 96 1,81 1,81 0 0
22212 इ(cid:66)धन (काया(cid:4)लय (cid:32)योजन) नेपाल सरकार नगद 3,54 1,24 2,47 2,47 0 0
22213 सवार(cid:62) साधन ममत(cid:4) खच(cid:4) नेपाल सरकार नगद 2,44 63 1,69 1,69 0 0
22214 वीमा तथा नवीकरण खच(cid:4) नेपाल सरकार नगद 49 12 1,68 1,68 0 0
22221 मेिशनर(cid:62) तथा औजार ममत(cid:4) स(cid:40)भार तथा स(cid:49)ालन खच(cid:4) नेपाल सरकार नगद 55 16 61 61 0 0
22231 (cid:9)न(cid:9)मत(cid:4) सावज(cid:4) (cid:9)नक स(cid:40)पि(cid:64)को ममत(cid:4) स(cid:40)भार खच(cid:4) नेपाल सरकार नगद 54 15 43 43 0 0
22291 अ(cid:66)य स(cid:40)पि(cid:64)ह(cid:72)को संचालन तथा स(cid:40)भार खच(cid:4) नेपाल सरकार नगद 0 0 7 7 0 0
22311 मसल(cid:66)द तथा काया(cid:4)लय सामा(cid:73)ी नेपाल सरकार नगद 2,53 62 1,50 1,50 0 0
22314 इ(cid:66)धन - अ(cid:66)य (cid:32)योजन नेपाल सरकार नगद 42 11 22 22 0 0
22315 प(cid:75)प(cid:9)(cid:75)का, छपाई तथा सूचना (cid:32)काशन खच(cid:4) नेपाल सरकार नगद 22 2 17 17 0 0
22411 सेवा र परामश (cid:4)खच(cid:4) नेपाल सरकार नगद 0 0 8 8 0 0
22412 सूचना (cid:32)णाल(cid:62) तथा स(cid:89)टवेयर संचालन खच(cid:4) नेपाल सरकार नगद 0 0 23 23 0 0",,,,,,,,,,,
