0,1,2,3,4,5,6,7,8,9,10,11
154,,,,,,,,,,,
शशीीषषक(cid:4)क(cid:4),(cid:6)(cid:6)ोोतत,(cid:9)(cid:9)ननककााससाा (cid:14)(cid:14)वव(cid:9)(cid:9)धध,"22008811//8822 ककोो
ययथथााथथ (cid:4) (cid:4)खखचच(cid:4)(cid:4)","22008822//8833 ककोो
ससंशंशोो(cid:9)(cid:9)धधतत अअननममुु ाानन",22008833//8844,,,,"(cid:32)(cid:32)ााथथ(cid:9)(cid:9)ममककतताा
ससंकंकेेतत","(cid:34)(cid:34)ददगगोो
(cid:14)(cid:14)ववककाासस
ससंकंकेेतत","ललै(cid:9)ै(cid:9)गगंकंक
ससंकंकेेतत"
,,,,,जज(cid:40)(cid:40)ममाा बबजजेटेट,ननेपेपाालल ससररककाारर,ववैदैदेेििशशकक,,,,
,,,,,,,अअननददुुाानन,ऋऋणण,,,
"31153 (cid:14)व(cid:106)तु संरचना (cid:9)नमा(cid:4)ण नेपाल सरकार नगद 63,94 84,60 1,11,16 1,11,16 0 0
31153 (cid:14)व(cid:106)तु संरचना (cid:9)नमा(cid:4)ण आई एम एफ / ई (cid:9)स एफ(2104003) नगद ऋण (41) 39,00 0 0 0 0 0
(बजेट सहायता)
31154 तटब(cid:66)ध तथा बाँध (cid:9)नमा(cid:4)ण नेपाल सरकार नगद 6,18 6,78 6,00 6,00 0 0
31155 (cid:9)संचाई संरचना (cid:9)नमा(cid:4)ण नेपाल सरकार नगद 16,97 80,68 1,36,72 1,36,72 0 0
31155 (cid:9)संचाई संरचना (cid:9)नमा(cid:4)ण आई एम एफ / ई (cid:9)स एफ(2104003) नगद ऋण (41) 56,16 0 0 0 0 0
(बजेट सहायता)
31159 अ(cid:66)य सावज(cid:4) (cid:9)नक (cid:9)नमा(cid:4)ण नेपाल सरकार नगद 2,30 1,80 14,55 14,55 0 0
31411 ज(cid:108)गा (cid:32)ा(cid:9)(cid:103) खच(cid:4) नेपाल सरकार नगद 2,00 0 4,50 4,50 0 0",,,,,,,,,,,
"3300880033112211 (cid:32)(cid:32)ााथथाा(cid:9)(cid:9)ममककतताा (cid:32)(cid:32)ाा(cid:103)(cid:103) नन(cid:34)(cid:34)दद बबेिेिशशनन बबााढढ(cid:62)(cid:62) जजोोििखखमम (cid:124)(cid:124)ययवव(cid:52)(cid:52)थथाापपनन आआययोोजजननाा 8866,,5588 11,,2288,,7799 11,,8866,,5577 2266,,8822 4466,,1177 11,,1133,,5588 P1 22 22",,,,,,,,,,,
"330088003311221133 चचााललुु 22,,5522 33,,2211 33,,4477 33,,4477 00 00",,,,,,,,,,,
"21111 पा(cid:60)र(cid:61)(cid:9)मक कमच(cid:4) ार(cid:62) नेपाल सरकार नगद 78 1,08 1,12 1,12 0 0
21121 पोशाक नेपाल सरकार नगद 1 2 2 2 0 0
21132 महंगी भ(cid:64)ा नेपाल सरकार नगद 3 7 14 14 0 0
21134 कमच(cid:4) ार(cid:62)को बैठक भ(cid:64)ा नेपाल सरकार नगद 0 1 3 3 0 0
21212 योगदानमा आधा(cid:60)रत (cid:9)नवतृ भरण तथा उपदान कोष खच(cid:4) नेपाल सरकार नगद 0 2 3 3 0 0
21213 योगदानमा आधा(cid:60)रत बीमा कोष खच(cid:4) नेपाल सरकार नगद 1 1 1 1 0 0
22111 पानी तथा (cid:9)बजलु (cid:62) नेपाल सरकार नगद 2 5 6 6 0 0
22112 संचार महसलु नेपाल सरकार नगद 2 3 4 4 0 0
22212 इ(cid:66)धन (काया(cid:4)लय (cid:32)योजन) नेपाल सरकार नगद 21 26 32 32 0 0
22213 सवार(cid:62) साधन ममत(cid:4) खच(cid:4) नेपाल सरकार नगद 26 22 26 26 0 0
22214 वीमा तथा नवीकरण खच(cid:4) नेपाल सरकार नगद 4 5 4 4 0 0
22221 मेिशनर(cid:62) तथा औजार ममत(cid:4) स(cid:40)भार तथा स(cid:49)ालन खच(cid:4) नेपाल सरकार नगद 3 4 4 4 0 0
22311 मसल(cid:66)द तथा काया(cid:4)लय सामा(cid:73)ी नेपाल सरकार नगद 20 9 13 13 0 0
22314 इ(cid:66)धन - अ(cid:66)य (cid:32)योजन नेपाल सरकार नगद 1 2 2 2 0 0
22315 प(cid:75)प(cid:9)(cid:75)का, छपाई तथा सूचना (cid:32)काशन खच(cid:4) नेपाल सरकार नगद 4 5 5 5 0 0
22411 सेवा र परामश (cid:4)खच(cid:4) नेपाल सरकार नगद 1 2 5 5 0 0
22412 सूचना (cid:32)णाल(cid:62) तथा स(cid:89)टवेयर संचालन खच(cid:4) नेपाल सरकार नगद 0 0 0 0 0 0
22413 करार सेवा श(cid:79)ुक नेपाल सरकार नगद 56 54 56 56 0 0
22511 कमच(cid:4) ार(cid:62) ता(cid:9)लम खच(cid:4) नेपाल सरकार नगद 0 2 0 0 0 0
22511 कमच(cid:4) ार(cid:62) ता(cid:9)लम खच(cid:4) ए (cid:9)ड (cid:14)व(2101001) शोधभना(cid:4) हनु े अनदु ान (33) 0 17 0 0 0 0
22512 सीप (cid:14)वकास तथा जनचेतना ता(cid:9)लम तथा गो(cid:92)ी स(cid:40)ब(cid:66)धी खच(cid:4) नेपाल सरकार नगद 0 2 16 16 0 0
22512 सीप (cid:14)वकास तथा जनचेतना ता(cid:9)लम तथा गो(cid:92)ी स(cid:40)ब(cid:66)धी खच(cid:4) ए (cid:9)ड (cid:14)व(2101001) शोधभना(cid:4) हनु े अनदु ान (33) 0 12 0 0 0 0
22611 अनगु मन, मू(cid:79)यांकन खच(cid:4) नेपाल सरकार नगद 19 18 19 19 0 0
22612 (cid:85)मण खच(cid:4) नेपाल सरकार नगद 2 2 2 2 0 0
22711 (cid:14)व(cid:14)वध खच(cid:4) नेपाल सरकार नगद 8 10 18 18 0 0",,,,,,,,,,,
"330088003311221144 पपजँजँुु ीीगगतत 8844,,0066 11,,2255,,5588 11,,8833,,1100 2233,,3355 4466,,1177 11,,1133,,5588",,,,,,,,,,,
,,,,,,,,,,,
