0,1,2,3,4,5,6,7,8,9,10,11
115,,,,,,,,,,,
शशीीषषक(cid:4)क(cid:4),(cid:6)(cid:6)ोोतत,(cid:9)(cid:9)ननककााससाा (cid:14)(cid:14)वव(cid:9)(cid:9)धध,"22008811//8822 ककोो
ययथथााथथ (cid:4) (cid:4)खखचच(cid:4)(cid:4)","22008822//8833 ककोो
ससंशंशोो(cid:9)(cid:9)धधतत अअननममुु ाानन",22008833//8844,,,,"(cid:32)(cid:32)ााथथ(cid:9)(cid:9)ममककतताा
ससंकंकेेतत","(cid:34)(cid:34)ददगगोो
(cid:14)(cid:14)ववककाासस
ससंकंकेेतत","ललै(cid:9)ै(cid:9)गगंकंक
ससंकंकेेतत"
,,,,,जज(cid:40)(cid:40)ममाा बबजजेटेट,ननेपेपाालल ससररककाारर,ववैदैदेेििशशकक,,,,
,,,,,,,अअननददुुाानन,ऋऋणण,,,
"330077002211002244 पपजँजँुु ीीगगतत 2288 11,,5588 4455 4455 00 00",,,,,,,,,,,
"31122 मेिशनर(cid:62) तथा औजार नेपाल सरकार नगद 5 5 5 5 0 0
31123 फ(cid:9)नच(cid:4) र तथा (cid:14)फ(cid:88)चस(cid:4) नेपाल सरकार नगद 3 4 2 2 0 0
31132 अनसु (cid:66)धान तथा (cid:14)वकास स(cid:40)बि(cid:66)ध खच(cid:4) नेपाल सरकार नगद 4 0 0 0 0 0
31134 क(cid:40)(cid:97)यटु र स(cid:89)टवेयर (cid:9)नमा(cid:4)ण तथा खर(cid:62)द खच(cid:4) नेपाल सरकार नगद 0 1 0 0 0 0
31135 पजँु ीगत परामश(cid:4) नेपाल सरकार नगद 6 1,18 34 34 0 0
31161 (cid:9)न(cid:9)मत(cid:4) भवनको संरचना(cid:94)मक सधु ार खच(cid:4) नेपाल सरकार नगद 10 18 3 3 0 0
31171 पूजँ ीगत सधु ार खच (cid:4)सावज(cid:4) (cid:9)नक (cid:9)नमा(cid:4)ण नेपाल सरकार नगद 0 12 1 1 0 0",,,,,,,,,,,
"3300770022110033 भभ-ू-ूववै(cid:131)ै(cid:131)ाा(cid:9)(cid:9)ननकक ससभभ(cid:104)(cid:96)(cid:104)(cid:96)णण ततथथाा अअननससुु (cid:66)(cid:66)धधाानन आआययोोजजननाा 11,,1177 22,,5522 11,,5566 11,,5566 00 00 P1 99 11",,,,,,,,,,,
"330077002211003333 चचााललुु 8877 9955 11,,0077 11,,0077 00 00",,,,,,,,,,,
"22111 पानी तथा (cid:9)बजलु (cid:62) नेपाल सरकार नगद 5 5 5 5 0 0
22212 इ(cid:66)धन (काया(cid:4)लय (cid:32)योजन) नेपाल सरकार नगद 3 5 4 4 0 0
22213 सवार(cid:62) साधन ममत(cid:4) खच(cid:4) नेपाल सरकार नगद 4 5 6 6 0 0
22221 मेिशनर(cid:62) तथा औजार ममत(cid:4) स(cid:40)भार तथा स(cid:49)ालन खच(cid:4) नेपाल सरकार नगद 1 2 2 2 0 0
22311 मसल(cid:66)द तथा काया(cid:4)लय सामा(cid:73)ी नेपाल सरकार नगद 5 4 4 4 0 0
22413 करार सेवा श(cid:79)ुक नेपाल सरकार नगद 69 72 83 83 0 0
22711 (cid:14)व(cid:14)वध खच(cid:4) नेपाल सरकार नगद 0 2 3 3 0 0",,,,,,,,,,,
"330077002211003344 पपजँजँुु ीीगगतत 3300 11,,5577 4499 4499 00 00",,,,,,,,,,,
