0,1,2,3,4,5,6,7,8,9,10,11
151,,,,,,,,,,,
शशीीषषक(cid:4)क(cid:4),(cid:6)(cid:6)ोोतत,(cid:9)(cid:9)ननककााससाा (cid:14)(cid:14)वव(cid:9)(cid:9)धध,"22008811//8822 ककोो
ययथथााथथ (cid:4) (cid:4)खखचच(cid:4)(cid:4)","22008822//8833 ककोो
ससंशंशोो(cid:9)(cid:9)धधतत अअननममुु ाानन",22008833//8844,,,,"(cid:32)(cid:32)ााथथ(cid:9)(cid:9)ममककतताा
ससंकंकेेतत","(cid:34)(cid:34)ददगगोो
(cid:14)(cid:14)ववककाासस
ससंकंकेेतत","ललै(cid:9)ै(cid:9)गगंकंक
ससंकंकेेतत"
,,,,,जज(cid:40)(cid:40)ममाा बबजजेटेट,ननेपेपाालल ससररककाारर,ववैदैदेेििशशकक,,,,
,,,,,,,अअननददुुाानन,ऋऋणण,,,
"31122 मेिशनर(cid:62) तथा औजार नेपाल सरकार नगद 2 46 44 44 0 0
31123 फ(cid:9)नच(cid:4) र तथा (cid:14)फ(cid:88)चस(cid:4) नेपाल सरकार नगद 2 45 10 10 0 0
31134 क(cid:40)(cid:97)यटु र स(cid:89)टवेयर (cid:9)नमा(cid:4)ण तथा खर(cid:62)द खच(cid:4) नेपाल सरकार नगद 0 1 0 0 0 0
31135 पजँु ीगत परामश(cid:4) नेपाल सरकार नगद 39 32 14 14 0 0
31154 तटब(cid:66)ध तथा बाँध (cid:9)नमा(cid:4)ण नेपाल सरकार नगद 0 9 0 0 0 0
31154 तटब(cid:66)ध तथा बाँध (cid:9)नमा(cid:4)ण वड (cid:4)बैक - (cid:88)याट डी. डी. ओ. नगद ऋण (41) 55 0 0 0 0 0
(2103011)
31155 (cid:9)संचाई संरचना (cid:9)नमा(cid:4)ण नेपाल सरकार नगद 12,95 27,74 28,28 28,28 0 0",,,,,,,,,,,
"3300880033111188 टटाारर -- बबजजाारर ससंरंर(cid:96)(cid:96)णण ककाायय(cid:80)(cid:4)(cid:80)(cid:4) मम 4422,,1100 4411,,4477 1144,,9900 1144,,9900 00 00 P1 1111 22",,,,,,,,,,,
"330088003311118844 पपजँजँुु ीीगगतत 4422,,1100 4411,,4477 1144,,9900 1144,,9900 00 00",,,,,,,,,,,
"31135 पजँु ीगत परामश(cid:4) नेपाल सरकार नगद 8 24 0 0 0 0
31154 तटब(cid:66)ध तथा बाँध (cid:9)नमा(cid:4)ण नेपाल सरकार नगद 41,40 41,23 14,90 14,90 0 0
31154 तटब(cid:66)ध तथा बाँध (cid:9)नमा(cid:4)ण वड (cid:4)बैक - (cid:88)याट डी. डी. ओ. नगद ऋण (41) 62 0 0 0 0 0
(2103011)",,,,,,,,,,,
"3300880033111199 ररााननीी जजममरराा ककुुलल(cid:60)(cid:60)ररययाा (cid:9)(cid:9)ससंचंचााइइ आआययोोजजननाा (( (cid:32)(cid:32)णणाालल(cid:62)(cid:62) आआधध(cid:9)ु(cid:9)ुननकक(cid:82)(cid:82)ककररणण ससममेतेत)) 11,,5555,,4400 11,,7755,,5588 33,,1166,,2222 11,,8877,,0033 00 11,,2299,,1199 P1 88 11",,,,,,,,,,,
"330088003311119933 चचााललुु 1133,,1144 55,,6655 55,,4444 33,,9988 00 11,,4466",,,,,,,,,,,
