0,1,2,3,4,5,6,7,8,9,10,11
196,,,,,,,,,,,
शशीीषषक(cid:4)क(cid:4),(cid:6)(cid:6)ोोतत,(cid:9)(cid:9)ननककााससाा (cid:14)(cid:14)वव(cid:9)(cid:9)धध,"22008811//8822 ककोो
ययथथााथथ (cid:4) (cid:4)खखचच(cid:4)(cid:4)","22008822//8833 ककोो
ससंशंशोो(cid:9)(cid:9)धधतत अअननममुु ाानन",22008833//8844,,,,"(cid:32)(cid:32)ााथथ(cid:9)(cid:9)ममककतताा
ससंकंकेेतत","(cid:34)(cid:34)ददगगोो
(cid:14)(cid:14)ववककाासस
ससंकंकेेतत","ललै(cid:9)ै(cid:9)गगंकंक
ससंकंकेेतत"
,,,,,जज(cid:40)(cid:40)ममाा बबजजेटेट,ननेपेपाालल ससररककाारर,ववैदैदेेििशशकक,,,,
,,,,,,,अअननददुुाानन,ऋऋणण,,,
28143 सवार(cid:62) साधन तथा मेिशनर औजार भाडा नेपाल सरकार नगद 0 2 2 2 0 0,,,,,,,,,,,
"331122001111002244 पपजँजँुु ीीगगतत 1111,,7799 55,,6633 22,,9999 22,,9999 00 00",,,,,,,,,,,
"31111 आवा(cid:9)सय भवन (cid:9)नमा(cid:4)ण/ख(cid:60)रद नेपाल सरकार नगद 0 0 14 14 0 0
31112 गैर आवासीय भवन (cid:9)नमा(cid:4)ण/ख(cid:60)रद नेपाल सरकार नगद 60 0 0 0 0 0
31113 (cid:9)न(cid:9)मत(cid:4) भवनको संरचना(cid:94)मक सधु ार खच(cid:4) नेपाल सरकार नगद 0 18 10 10 0 0
31121 सवार(cid:62) साधन नेपाल सरकार नगद 0 4 0 0 0 0
31122 मेिशनर(cid:62) तथा औजार नेपाल सरकार नगद 62 48 34 34 0 0
31123 फ(cid:9)नच(cid:4) र तथा (cid:14)फ(cid:88)चस(cid:4) नेपाल सरकार नगद 10 9 11 11 0 0
31131 पशधु न तथा बागवानी (cid:14)वकास खच(cid:4) नेपाल सरकार नगद 2,69 21 7 7 0 0
31135 पजँु ीगत परामश(cid:4) नेपाल सरकार नगद 12 5 4 4 0 0
31153 (cid:14)व(cid:106)तु संरचना (cid:9)नमा(cid:4)ण नेपाल सरकार नगद 32 9 0 0 0 0
31154 तटब(cid:66)ध तथा बाँध (cid:9)नमा(cid:4)ण नेपाल सरकार नगद 4,88 0 0 0 0 0
31155 (cid:9)संचाई संरचना (cid:9)नमा(cid:4)ण नेपाल सरकार नगद 45 85 28 28 0 0
31156 खानेपानी संरचना (cid:9)नमा(cid:4)ण नेपाल सरकार नगद 4 4 0 0 0 0
31158 सरसफाई संरचना (cid:9)नमा(cid:4)ण नेपाल सरकार नगद 5 6 4 4 0 0
31159 अ(cid:66)य सावज(cid:4) (cid:9)नक (cid:9)नमा(cid:4)ण नेपाल सरकार नगद 42 1,13 1,48 1,48 0 0
31161 (cid:9)न(cid:9)मत(cid:4) भवनको संरचना(cid:94)मक सधु ार खच(cid:4) नेपाल सरकार नगद 51 20 15 15 0 0
31171 पूजँ ीगत सधु ार खच (cid:4)सावज(cid:4) (cid:9)नक (cid:9)नमा(cid:4)ण नेपाल सरकार नगद 99 2,21 24 24 0 0",,,,,,,,,,,
"3311220011110033 (cid:101)(cid:101)ययववससााययीीकक कक(cid:82)(cid:82)टट (cid:14)(cid:14)ववककाासस ककाायय(cid:80)(cid:4)(cid:80)(cid:4) मम 88,,9988 1177,,4422 1188,,3311 1188,,3311 00 00 P2 22 11",,,,,,,,,,,
"331122001111003333 चचााललुु 55,,4422 77,,5577 77,,1177 77,,1177 00 00",,,,,,,,,,,
"21111 पा(cid:60)र(cid:61)(cid:9)मक कमच(cid:4) ार(cid:62) नेपाल सरकार नगद 1,75 2,59 2,73 2,73 0 0
21121 पोशाक नेपाल सरकार नगद 3 4 4 4 0 0
21132 महंगी भ(cid:64)ा नेपाल सरकार नगद 7 14 25 25 0 0
21134 कमच(cid:4) ार(cid:62)को बैठक भ(cid:64)ा नेपाल सरकार नगद 0 1 1 1 0 0
21139 अ(cid:66)य भ(cid:64)ा नेपाल सरकार नगद 1 1 2 2 0 0
21212 योगदानमा आधा(cid:60)रत (cid:9)नवतृ भरण तथा उपदान कोष खच(cid:4) नेपाल सरकार नगद 1 6 6 6 0 0
21213 योगदानमा आधा(cid:60)रत बीमा कोष खच(cid:4) नेपाल सरकार नगद 1 2 2 2 0 0
22111 पानी तथा (cid:9)बजलु (cid:62) नेपाल सरकार नगद 12 15 14 14 0 0
22112 संचार महसलु नेपाल सरकार नगद 3 4 4 4 0 0
22212 इ(cid:66)धन (काया(cid:4)लय (cid:32)योजन) नेपाल सरकार नगद 18 21 16 16 0 0
22213 सवार(cid:62) साधन ममत(cid:4) खच(cid:4) नेपाल सरकार नगद 24 20 23 23 0 0
22214 वीमा तथा नवीकरण खच(cid:4) नेपाल सरकार नगद 3 5 5 5 0 0
22221 मेिशनर(cid:62) तथा औजार ममत(cid:4) स(cid:40)भार तथा स(cid:49)ालन खच(cid:4) नेपाल सरकार नगद 8 10 5 5 0 0
22231 (cid:9)न(cid:9)मत(cid:4) सावज(cid:4) (cid:9)नक स(cid:40)पि(cid:64)को ममत(cid:4) स(cid:40)भार खच(cid:4) नेपाल सरकार नगद 0 5 13 13 0 0
22291 अ(cid:66)य स(cid:40)पि(cid:64)ह(cid:72)को संचालन तथा स(cid:40)भार खच(cid:4) नेपाल सरकार नगद 2 2 1 1 0 0
22311 मसल(cid:66)द तथा काया(cid:4)लय सामा(cid:73)ी नेपाल सरकार नगद 12 12 11 11 0 0",,,,,,,,,,,
