0,1,2,3,4,5,6,7,8,9,10,11
56,,,,,,,,,,,
शशीीषषक(cid:4)क(cid:4),(cid:6)(cid:6)ोोतत,(cid:9)(cid:9)ननककााससाा (cid:14)(cid:14)वव(cid:9)(cid:9)धध,"22008811//8822 ककोो
ययथथााथथ (cid:4) (cid:4)खखचच(cid:4)(cid:4)","22008822//8833 ककोो
ससंशंशोो(cid:9)(cid:9)धधतत अअननममुु ाानन",22008833//8844,,,,"(cid:32)(cid:32)ााथथ(cid:9)(cid:9)ममककतताा
ससंकंकेेतत","(cid:34)(cid:34)ददगगोो
(cid:14)(cid:14)ववककाासस
ससंकंकेेतत","ललै(cid:9)ै(cid:9)गगंकंक
ससंकंकेेतत"
,,,,,जज(cid:40)(cid:40)ममाा बबजजेटेट,ननेपेपाालल ससररककाारर,ववैदैदेेििशशकक,,,,
,,,,,,,अअननददुुाानन,ऋऋणण,,,
"22522 काय(cid:80)(cid:4) म खच(cid:4) नेपाल सरकार नगद 56 79 61 61 0 0
22611 अनगु मन, मू(cid:79)यांकन खच(cid:4) नेपाल सरकार नगद 12 13 12 12 0 0
22612 (cid:85)मण खच(cid:4) नेपाल सरकार नगद 0 1 1 1 0 0
22711 (cid:14)व(cid:14)वध खच(cid:4) नेपाल सरकार नगद 9 12 11 11 0 0",,,,,,,,,,,
222266000000111144 पपजँजँुु ीीगगतत 1122 2255 1188 1188 00 00,,,,,,,,,,,
"31122 मेिशनर(cid:62) तथा औजार नेपाल सरकार नगद 5 12 6 6 0 0
31123 फ(cid:9)नच(cid:4) र तथा (cid:14)फ(cid:88)चस(cid:4) नेपाल सरकार नगद 3 4 4 4 0 0
31161 (cid:9)न(cid:9)मत(cid:4) भवनको संरचना(cid:94)मक सधु ार खच(cid:4) नेपाल सरकार नगद 4 9 8 8 0 0
222288 आआ(cid:34)(cid:34)ददववााससीी जजननजजाा(cid:9)(cid:9)तत आआययोोगग 22,,7722 33,,1177 22,,8811 22,,8811 00 00
2222880000 आआ(cid:34)(cid:34)ददववााससीी जजननजजाा(cid:9)(cid:9)तत आआययोोगग 22,,7722 33,,1177 22,,8811 22,,8811 00 00",,,,,,,,,,,
"2222880000001111 आआ(cid:34)(cid:34)ददववााससीी जजननजजाा(cid:9)(cid:9)तत आआययोोगग 22,,7722 33,,1177 22,,8811 22,,8811 00 00 P1 00 22",,,,,,,,,,,
"222288000000111133 चचााललुु 22,,6666 22,,9977 22,,7700 22,,7700 00 00",,,,,,,,,,,
"21111 पा(cid:60)र(cid:61)(cid:9)मक कमच(cid:4) ार(cid:62) नेपाल सरकार नगद 54 53 56 56 0 0
21121 पोशाक नेपाल सरकार नगद 1 1 1 1 0 0
21132 महंगी भ(cid:64)ा नेपाल सरकार नगद 2 3 4 4 0 0
21139 अ(cid:66)य भ(cid:64)ा नेपाल सरकार नगद 0 0 0 0 0 0
21141 पदा(cid:9)धकार(cid:62) बैठक भ(cid:64)ा नेपाल सरकार नगद 2 2 2 2 0 0
21212 योगदानमा आधा(cid:60)रत (cid:9)नवतृ भरण तथा उपदान कोष खच(cid:4) नेपाल सरकार नगद 1 1 1 1 0 0
21213 योगदानमा आधा(cid:60)रत बीमा कोष खच(cid:4) नेपाल सरकार नगद 0 1 1 1 0 0
22111 पानी तथा (cid:9)बजलु (cid:62) नेपाल सरकार नगद 1 2 2 2 0 0
22112 संचार महसलु नेपाल सरकार नगद 3 4 4 4 0 0
22212 इ(cid:66)धन (काया(cid:4)लय (cid:32)योजन) नेपाल सरकार नगद 7 10 5 5 0 0
22213 सवार(cid:62) साधन ममत(cid:4) खच(cid:4) नेपाल सरकार नगद 12 12 7 7 0 0
22214 वीमा तथा नवीकरण खच(cid:4) नेपाल सरकार नगद 3 7 6 6 0 0
22221 मेिशनर(cid:62) तथा औजार ममत(cid:4) स(cid:40)भार तथा स(cid:49)ालन खच(cid:4) नेपाल सरकार नगद 3 7 2 2 0 0
22311 मसल(cid:66)द तथा काया(cid:4)लय सामा(cid:73)ी नेपाल सरकार नगद 12 12 11 11 0 0
22314 इ(cid:66)धन - अ(cid:66)य (cid:32)योजन नेपाल सरकार नगद 0 1 1 1 0 0
22315 प(cid:75)प(cid:9)(cid:75)का, छपाई तथा सूचना (cid:32)काशन खच(cid:4) नेपाल सरकार नगद 11 12 10 10 0 0
22411 सेवा र परामश (cid:4)खच(cid:4) नेपाल सरकार नगद 17 18 19 19 0 0
22413 करार सेवा श(cid:79)ुक नेपाल सरकार नगद 76 74 77 77 0 0
22511 कमच(cid:4) ार(cid:62) ता(cid:9)लम खच(cid:4) नेपाल सरकार नगद 0 1 1 1 0 0
22512 सीप (cid:14)वकास तथा जनचेतना ता(cid:9)लम तथा गो(cid:92)ी स(cid:40)ब(cid:66)धी खच(cid:4) नेपाल सरकार नगद 3 4 2 2 0 0
22522 काय(cid:80)(cid:4) म खच(cid:4) नेपाल सरकार नगद 22 33 28 28 0 0
22611 अनगु मन, मू(cid:79)यांकन खच(cid:4) नेपाल सरकार नगद 17 16 14 14 0 0
22612 (cid:85)मण खच(cid:4) नेपाल सरकार नगद 0 0 0 0 0 0",,,,,,,,,,,
,,,,,,,,,,,
