0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 29 29 58 58 87
Code 0
2229001 EU - General Code 0 10 10 0 10",,,,,,,,,,,
"801031063 Recurrent 0 14 53 67 257 257 324
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 150 150 150
2116001 School Education Sector Plan (SESP)- Pool Fund 53 53 107 107 160
Code 0
2229001 EU - General Code 0 14 14 0 14",0,14,53,,,67,,257,,257,324
"801031073 Recurrent 0 17 93 110 187 187 297
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 93 93 187 187 280
Code 0
2229001 EU - General Code 0 17 17 0 17",0,17,93,,,110,,187,,187,297
"801031083 Recurrent 0 17 79 96 159 159 255
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 79 79 159 159 238
Code 0
2229001 EU - General Code 0 17 17 0 17",0,17,79,,,96,,159,,159,255
"801031093 Recurrent 0 19 47 66 94 94 160
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 47 47 94 94 141
Code 0
2229001 EU - General Code 0 19 19 0 19",0,19,47,,,66,,94,,94,160
"801031103 Recurrent 0 3 38 41 77 77 118
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 38 38 77 77 115
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,38,,,41,,77,,77,118
"801031113 Recurrent 0 3 133 136 269 269 405
GoN Ref: Counterpart 0",0,3,133,,,136,,269,,269,405
73,,,,,,,,,,,
