0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"313001024 Capital 0 550 550 18550 18550 19100
GoN Ref: Counterpart 0
2101001 ADB - General Code 0 0 18550 18550 18550
2101002 JFPR Code 0 550 550 0 550",0,,,550,,550,18550,,,18550,19100
"313010114 Capital 0 35 35 0 35
GoN Ref: Counterpart 0
2109011 UNICEF Code 0 35 35 0 35",0,,,35,,35,,,,0,35
"313011013 Recurrent 0 18 40 58 0 58
GoN Ref: Counterpart 0
2109011 UNICEF Code 0 18 40 58 0 58
313011014 Capital 0 21 21 0 21
GoN Ref: Counterpart 0
2109011 UNICEF Code 0 21 21 0 21",0,18,,40,,58,,,,0,58
Water Supply Service Extension and Rehabilation Program,0,5,,10,,15,,,,0,15
"313011023 Recurrent 0 10 10 0 10
GoN Ref: Counterpart 0
2109011 UNICEF Code 0 10 10 0 10
313011024 Capital 0 5 5 0 5
GoN Ref: Counterpart 0
2109011 UNICEF Code 0 5 5 0 5",0,,,10,,10,,,,0,10
Water Quality Improvement Program,0,8,,576,,584,,,,0,584
"313011033 Recurrent 0 8 8 0 8
GoN Ref: Counterpart 0
2109011 UNICEF Code 0 8 8 0 8
313011034 Capital 0 576 576 0 576
GoN Ref: Counterpart 0
2109011 UNICEF Code 0 576 576 0 576",0,8,,,,8,,,,0,8
Sewerage Construction and Treatment Program,0,,,12,,12,,,,0,12
"313011063 Recurrent 0 8 8 0 8
GoN Ref: Counterpart 0
2109011 UNICEF Code 0 8 8 0 8
313011064 Capital 0 4 4 0 4
GoN Ref: Counterpart 0
2109011 UNICEF Code 0 4 4 0 4",0,,,8,,8,,,,0,8
6,,,,,,,,,,,
