0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
2229002 EU - NPTF Code 0 3 3 0 3,,,,,,,,,,,
"801041143 Recurrent 0 3 82 85 165 165 250
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 82 82 165 165 247
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,82,,,85,,165,,165,250
"801041153 Recurrent 0 3 59 62 120 120 182
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 59 59 120 120 179
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,59,,,62,,120,,120,182
"801041163 Recurrent 0 3 45 48 90 90 138
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 45 45 90 90 135
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,45,,,48,,90,,90,138
"801041173 Recurrent 0 3 47 50 95 95 145
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 47 47 95 95 142
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,47,,,50,,95,,95,145
"801041183 Recurrent 0 3 42 45 85 85 130
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 42 42 85 85 127
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,42,,,45,,85,,85,130
"801041193 Recurrent 0 3 43 46 86 86 132
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 43 43 86 86 129
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,43,,,46,,86,,86,132
93,,,,,,,,,,,
