0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"801043253 Recurrent 0 3 46 49 93 93 142
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 46 46 93 93 139
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,46,,,49,,93,,93,142
"801043263 Recurrent 0 3 16 19 32 32 51
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 16 16 32 32 48
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,16,,,19,,32,,32,51
"801043273 Recurrent 0 3 1 4 2 2 6
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 1 1 2 2 3
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,1,,,4,,2,,2,6
"801043283 Recurrent 0 3 17 20 36 36 56
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 17 17 36 36 53
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,17,,,20,,36,,36,56
"801043293 Recurrent 0 3 7 10 13 13 23
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 7 7 13 13 20
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,7,,,10,,13,,13,23
"801043303 Recurrent 0 3 26 29 53 53 82
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 26 26 53 53 79
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,26,,,29,,53,,53,82
"801043313 Recurrent 0 3 25 28 50 50 78
GoN Ref: Counterpart 0",0,3,25,,,28,,50,,50,78
99,,,,,,,,,,,
