0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"2116001 School Education Sector Plan (SESP)- Pool Fund 56 56 114 114 170
Code 0
2229001 EU - General Code 0 37 37 0 37",,,,,,,,,,,
"801033083 Recurrent 0 3 38 41 77 77 118
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 38 38 77 77 115
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,38,,,41,,77,,77,118
"801033093 Recurrent 0 3 58 61 118 118 179
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 58 58 118 118 176
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,58,,,61,,118,,118,179
"801033103 Recurrent 0 3 38 41 78 78 119
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 38 38 78 78 116
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,38,,,41,,78,,78,119
"801033113 Recurrent 0 3 46 49 94 94 143
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 46 46 94 94 140
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,46,,,49,,94,,94,143
"801033123 Recurrent 0 3 45 48 91 91 139
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 45 45 91 91 136
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,45,,,48,,91,,91,139
"801033133 Recurrent 0 3 41 44 82 82 126
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 41 41 82 82 123
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,41,,,44,,82,,82,126
80,,,,,,,,,,,
