0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"801041263 Recurrent 0 3 82 85 166 166 251
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 82 82 166 166 248
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,82,,,85,,166,,166,251
"801043013 Recurrent 0 27 35 62 71 71 133
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 35 35 71 71 106
Code 0
2229001 EU - General Code 0 27 27 0 27",0,27,35,,,62,,71,,71,133
"801043023 Recurrent 0 27 53 80 107 107 187
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 53 53 107 107 160
Code 0
2226001 UK - General Code 0 20 20 0 20
2229001 EU - General Code 0 7 7 0 7",0,27,53,,,80,,107,,107,187
"801043033 Recurrent 0 17 69 86 140 140 226
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 69 69 140 140 209
Code 0
2229001 EU - General Code 0 17 17 0 17",0,17,69,,,86,,140,,140,226
"801043043 Recurrent 0 37 57 94 116 116 210
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 57 57 116 116 173
Code 0
2229001 EU - General Code 0 37 37 0 37",0,37,57,,,94,,116,,116,210
"801043053 Recurrent 0 3 27 30 54 54 84
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 27 27 54 54 81
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,27,,,30,,54,,54,84
801043063 Recurrent 0 3 38 41 77 77 118,0,3,38,,,41,,77,,77,118
95,,,,,,,,,,,
