0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 21 21 42 42 63
Code 0
2229001 EU - General Code 0 3 3 0 3",,,,,,,,,,,
"801043453 Recurrent 0 3 35 38 71 71 109
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 35 35 71 71 106
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,35,,,38,,71,,71,109
"801043463 Recurrent 0 30 59 89 119 119 208
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 59 59 119 119 178
Code 0
2229001 EU - General Code 0 30 30 0 30",0,30,59,,,89,,119,,119,208
"801043473 Recurrent 0 3 78 81 158 158 239
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 78 78 158 158 236
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,78,,,81,,158,,158,239
"801043483 Recurrent 0 3 28 31 57 57 88
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 28 28 57 57 85
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,28,,,31,,57,,57,88
"801043493 Recurrent 0 3 30 33 60 60 93
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 30 30 60 60 90
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,30,,,33,,60,,60,93
"801043503 Recurrent 0 3 41 44 84 84 128
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 41 41 84 84 125
Code 0",0,3,41,,,44,,84,,84,128
102,,,,,,,,,,,
