0,1,2,3,4,5,6,7,8,9,10,11
"Details of Sources for Projects Financed with Foreign Assistance, Fiscal Year - 2025/26
(Rs. in '00000')",,,,,,,,,,,
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
Miillennium Challange Account Nepal,0,,9,56878,,56887,,,,0,56887
"305001083 Recurrent 0 12580 12580 0 12580
GoN Ref: Counterpart 0
2227005 Millennium Challenge Corporation, USA Code 0 12580 12580 0 12580
305001084 Capital 0 9 44298 44307 0 44307
GoN Ref: Counterpart 0
2227005 Millennium Challenge Corporation, USA Code 0 9 44298 44307 0 44307",0,,,12580,,12580,,,,0,12580
Public Financial Management Reform Program,0,64,9077,,,9141,,,,0,9141
"305001153 Recurrent 0 64 3982 4046 0 4046
GoN Ref: Counterpart 0
2103003 WB - Trust Fund Code 0 64 3934 3998 0 3998
2103004 IDA - Pool Fund Code 0 48 48 0 48
305001154 Capital 0 5095 5095 0 5095
GoN Ref: Counterpart 0
2103003 WB - Trust Fund Code 0 5095 5095 0 5095",0,64,3982,,,4046,,,,0,4046
"UDAYA-Investment and Innovation for Economic Development
Project",0,,,25,,25,,,,0,25
"305001163 Recurrent 0 25 25 0 25
GoN Ref: Counterpart 0
2223002 Switzerland - SDC Code 0 25 25 0 25",0,,,25,,25,,,,0,25
Customs Reform Programme,0,,,,,0,,,5560,5560,5560
"307000113 Recurrent 0 66 66 0 66
GoN Ref: Counterpart 0
2314001 Enhanced Integrated Framework Code 0 66 66 0 66",0,66,,,,66,,,,0,66
ACCESS Phase-1 Project,0,,,,,0,,805,,805,805
1,,,,,,,,,,,
