0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"2101001 ADB - General Code 0 466 466 25027 25027 25493
2216002 Japan - JICA Code 0 0 22000 22000 22000
2229004 European Investment Bank Code 0 0 19181 19181 19181",,,,,,,,,,,
Nepal- India Electricity Transmission & Trade Project,0,,,,,0,9325,,,9325,9325
"501081155 Finance 0 0 9325 9325 9325
GoN Ref: Counterpart 0
2101001 ADB - General Code 0 0 9325 9325 9325",0,,,,,0,9325,,,9325,9325
Upper Arun Hydroelectric Power Project Company Limited,0,,,,,0,4490,,,4490,4490
"501081225 Finance 0 0 4490 4490 4490
GoN Ref: Counterpart 0
2103003 WB - Trust Fund Code 0 0 4490 4490 4490",0,,,,,0,4490,,,4490,4490
Electricity Decade Plan,0,,,466,,466,10501,,,10501,10967
"501081275 Finance 0 466 466 10501 10501 10967
GoN Ref: Counterpart 0
2101001 ADB - General Code 0 466 466 10501 10501 10967",0,,,466,,466,10501,,,10501,10967
"SASEC- Power Transmission and Distribution System
Strengthening Project",0,,,6877,,6877,14104,,,14104,20981
"501081285 Finance 0 6877 6877 14104 14104 20981
GoN Ref: Counterpart 0
2101001 ADB - General Code 0 0 14104 14104 14104
2222001 Norway - General Code 0 6877 6877 0 6877",0,,,6877,,6877,14104,,,14104,20981
Nepal Distribution System Upgrade and Expansion Project,0,,,,,0,83925,,,83925,83925
"501081295 Finance 0 0 83925 83925 83925
GoN Ref: Counterpart 0
2111031 Asian Infrastructure Investment Bank Code 0 0 46159 46159 46159
2229004 European Investment Bank Code 0 0 37766 37766 37766",0,,,,,0,83925,,,83925,83925
Dudkoshi Storate Hydro-Electric Project,0,,,2676,,2676,2798,,,2798,5474
"501081305 Finance 0 2676 2676 2798 2798 5474
GoN Ref: Counterpart 0
2101001 ADB - General Code 0 2676 2676 2798 2798 5474",0,,,2676,,2676,2798,,,2798,5474
"Value chain for Inclusive Transformation for Rural Entrepreneur
and Economic Development",0,,,,,0,,,20400,20400,20400
"501121015 Finance 0 0 20400 20400 20400
GoN Ref: Counterpart 0
2110001 IFAD Code 0 0 20400 20400 20400",0,,,,,0,,,20400,20400,20400
Drinking Water & Sewerage Program,0,,,12900,,12900,,,,0,12900
501131025 Finance 0 12900 12900 0 12900,0,,,12900,,12900,,,,0,12900
20,,,,,,,,,,,
