0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
Rural Enterprise and Economic Development Project,0,,,,,0,,6798,,6798,6798
"312001183 Recurrent 0 0 5573 5573 5573
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 5573 5573 5573
312001184 Capital 0 0 1225 1225 1225
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 1225 1225 1225",0,,,,,0,,5573,,5573,5573
Resilient High Value Agricultural Programme (R-HVAP),0,,,,,0,,6737,,6737,6737
"312001193 Recurrent 0 0 348 348 348
GoN Ref: Counterpart 0
2110001 IFAD Code 0 0 348 348 348
312001194 Capital 0 0 6389 6389 6389
GoN Ref: Counterpart 0
2110001 IFAD Code 0 0 6389 6389 6389",0,,,,,0,,348,,348,348
"Rani Jamara Kulariya Irrigation Project (System Modernization
Agriculture Program)",0,,,,,0,,1743,,1743,1743
"312011073 Recurrent 0 0 1710 1710 1710
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 1710 1710 1710
312011074 Capital 0 0 33 33 33
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 33 33 33",0,,,,,0,,1710,,1710,1710
Nuts and Fruits in Hilly Areas Project (NAFHA),0,,790,22,,812,,3676,,3676,4488
"312011133 Recurrent 0 790 22 812 3243 3243 4055
GoN Ref: Counterpart 0
2101001 ADB - General Code 0 295 15 310 3243 3243 3553
2307001 GAFSP Code 0 495 7 502 0 502
312011134 Capital 0 0 433 433 433
GoN Ref: Counterpart 0
2101001 ADB - General Code 0 0 433 433 433",0,,790,22,,812,,3243,,3243,4055
Fishery Development Program,0,,100,,,100,,,,0,100
Kathmandu Valley Bulk Water Distribution Project (Phase-II),0,,,550,,550,18550,,,18550,19100
5,,,,,,,,,,,
