0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"801023383 Recurrent 0 17 32 49 63 63 112
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 32 32 63 63 95
Code 0
2229001 EU - General Code 0 17 17 0 17",0,17,32,,,49,,63,,63,112
"801023393 Recurrent 0 17 52 69 104 104 173
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 52 52 104 104 156
Code 0
2229001 EU - General Code 0 17 17 0 17",0,17,52,,,69,,104,,104,173
"801023403 Recurrent 0 17 52 69 104 104 173
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 52 52 104 104 156
Code 0
2229001 EU - General Code 0 17 17 0 17",0,17,52,,,69,,104,,104,173
"801023413 Recurrent 0 41 51 92 101 101 193
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 51 51 101 101 152
Code 0
2229001 EU - General Code 0 41 41 0 41",0,41,51,,,92,,101,,101,193
"801023423 Recurrent 0 40 114 154 129 129 283
GoN Ref: Counterpart 0
2103003 WB - Trust Fund Code 0 50 50 0 50
2116001 School Education Sector Plan (SESP)- Pool Fund 64 64 129 129 193
Code 0
2229001 EU - General Code 0 40 40 0 40",0,40,114,,,154,,129,,129,283
"801023433 Recurrent 0 17 46 63 92 92 155
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 46 46 92 92 138
Code 0
2229001 EU - General Code 0 17 17 0 17",0,17,46,,,63,,92,,92,155
801023443 Recurrent 0 17 168 185 126 126 311,0,17,168,,,185,,126,,126,311
68,,,,,,,,,,,
