0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"2109002 UNDP Code 0 47 47 0 47
2109018 UN -GEF Code 0 102 102 0 102",,,,,,,,,,,
Biodiversity and Watershed Management System,0,7482,,,,7482,,,,0,7482
"329011073 Recurrent 0 2312 2312 0 2312
GoN Ref: Counterpart 0
2109029 GCF / IUCN Code 0 2312 2312 0 2312
329011074 Capital 0 5170 5170 0 5170
GoN Ref: Counterpart 0
2109029 GCF / IUCN Code 0 5170 5170 0 5170",0,2312,,,,2312,,,,0,2312
Climate Resilient Landscapes and Livehoods Project (CRLL),0,,1374,,,1374,,,,0,1374
"329011093 Recurrent 0 132 132 0 132
GoN Ref: Counterpart 0
2101001 ADB - General Code 0 132 132 0 132
329011094 Capital 0 1242 1242 0 1242
GoN Ref: Counterpart 0
2101001 ADB - General Code 0 1242 1242 0 1242",0,,132,,,132,,,,0,132
Kathmandu - Terai Madesh Fast Track,0,,,,,0,,,202500,202500,202500
"337001014 Capital 0 0 202500 202500 202500
GoN Ref: Counterpart 0
2101012 ADB/PBL-SICI Code 0 0 202500 202500 202500",0,,,,,0,,,202500,202500,202500
"B.P. Highway (Surwabinayak-Dhulikhel, Dhulikhel- Sindhuli-
Bardibas Road project)",0,,,5000,,5000,,,,0,5000
"337011024 Capital 0 5000 5000 0 5000
GoN Ref: Counterpart 0
2216001 Japan - General Code 0 5000 5000 0 5000",0,,,5000,,5000,,,,0,5000
"Madan Bhandari Highway (Jhapa Shantinagar - Rupal
Dadeldhura)",0,,,,,0,,,7400,7400,7400
337011084 Capital,0,,,,,0,,,7400,7400,7400
9,,,,,,,,,,,
