0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 54 54 107 107 161
Code 0
2229001 EU - General Code 0 40 40 0 40",,,,,,,,,,,
"801023573 Recurrent 0 17 41 58 81 81 139
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 41 41 81 81 122
Code 0
2229001 EU - General Code 0 17 17 0 17",0,17,41,,,58,,81,,81,139
"801023583 Recurrent 0 17 41 58 82 82 140
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 41 41 82 82 123
Code 0
2229001 EU - General Code 0 17 17 0 17",0,17,41,,,58,,82,,82,140
"801023593 Recurrent 0 17 41 58 81 81 139
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 41 41 81 81 122
Code 0
2229001 EU - General Code 0 17 17 0 17",0,17,41,,,58,,81,,81,139
"801030113 Recurrent 0 3 333 336 673 673 1009
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 333 333 673 673 1006
Code 0
2229001 EU - General Code 0 3 3 0 3
2301001 GEFMAT- General Code 0 0 0 0",0,3,333,,,336,,673,,673,1009
"801030123 Recurrent 0 92 125 217 253 253 470
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 125 125 253 253 378
Code 0
2223002 Switzerland - SDC Code 0 89 89 0 89
2229001 EU - General Code 0 3 3 0 3",0,92,125,,,217,,253,,253,470
801030133 Recurrent 0 58 262 320 530 530 850,0,58,262,,,320,,530,,530,850
71,,,,,,,,,,,
