0,1,2,3,4,5,6,7,8,9,10,11
105,,,,,,,,,,,
शशीीषषक(cid:4)क(cid:4),(cid:6)(cid:6)ोोतत,(cid:9)(cid:9)ननककााससाा (cid:14)(cid:14)वव(cid:9)(cid:9)धध,"22008811//8822 ककोो
ययथथााथथ (cid:4) (cid:4)खखचच(cid:4)(cid:4)","22008822//8833 ककोो
ससंशंशोो(cid:9)(cid:9)धधतत अअननममुु ाानन",22008833//8844,,,,"(cid:32)(cid:32)ााथथ(cid:9)(cid:9)ममककतताा
ससंकंकेेतत","(cid:34)(cid:34)ददगगोो
(cid:14)(cid:14)ववककाासस
ससंकंकेेतत","ललै(cid:9)ै(cid:9)गगंकंक
ससंकंकेेतत"
,,,,,जज(cid:40)(cid:40)ममाा बबजजेटेट,ननेपेपाालल ससररककाारर,ववैदैदेेििशशकक,,,,
,,,,,,,अअननददुुाानन,ऋऋणण,,,
330077000000112244 पपजँजँुु ीीगगतत 1111 2277 2233 2233 00 00,,,,,,,,,,,
"3300770000001133 ससै(cid:9)ै(cid:9)ननकक ससाामम(cid:73)(cid:73)ीी उउ(cid:94)(cid:94)पपााददनन (cid:9)(cid:9)ननदद(cid:104)(cid:104)शशननााललयय 2244,,4499 2266,,5500 2222,,1177 2222,,1177 00 00 P1 99 33",,,,,,,,,,,
"330077000000113333 चचााललुु 1100,,2255 1111,,9999 1122,,4411 1122,,4411 00 00",,,,,,,,,,,
"330077000000113344 पपजँजँुु ीीगगतत 1144,,2244 1144,,5511 99,,7766 99,,7766 00 00",,,,,,,,,,,
"3300770000001144 खखाा(cid:106)(cid:106) (cid:101)(cid:101)ययवव(cid:52)(cid:52)थथाा ततथथाा (cid:101)(cid:101)ययाापपाारर कक(cid:40)(cid:40)पपननीी (cid:9)(cid:9)लल(cid:9)(cid:9)ममटटेेडड 4488,,6611 4488,,4433 4499,,6611 4499,,6611 00 00 P1 11 33",,,,,,,,,,,
"330077000000114433 चचााललुु 4488,,6611 4488,,4433 4499,,6611 4499,,6611 00 00",,,,,,,,,,,
