0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"801033013 Recurrent 0 20 51 71 102 102 173
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 51 51 102 102 153
Code 0
2229001 EU - General Code 0 20 20 0 20",0,20,51,,,71,,102,,102,173
"801033023 Recurrent 0 14 40 54 81 81 135
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 40 40 81 81 121
Code 0
2229001 EU - General Code 0 14 14 0 14",0,14,40,,,54,,81,,81,135
"801033033 Recurrent 0 21 116 137 234 234 371
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 116 116 234 234 350
Code 0
2229001 EU - General Code 0 21 21 0 21",0,21,116,,,137,,234,,234,371
"801033043 Recurrent 0 15 64 79 130 130 209
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 64 64 130 130 194
Code 0
2229001 EU - General Code 0 15 15 0 15",0,15,64,,,79,,130,,130,209
"801033053 Recurrent 0 37 72 109 146 146 255
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 72 72 146 146 218
Code 0
2229001 EU - General Code 0 37 37 0 37",0,37,72,,,109,,146,,146,255
"801033063 Recurrent 0 15 51 66 103 103 169
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 51 51 103 103 154
Code 0
2229001 EU - General Code 0 15 15 0 15",0,15,51,,,66,,103,,103,169
"801033073 Recurrent 0 37 56 93 114 114 207
GoN Ref: Counterpart 0",0,37,56,,,93,,114,,114,207
79,,,,,,,,,,,
