0,1,2,3,4,5,6,7,8,9,10,11
6,,,,,,,,,,,
शशीीषषक(cid:4)क(cid:4),(cid:6)(cid:6)ोोतत,(cid:9)(cid:9)ननककााससाा (cid:14)(cid:14)वव(cid:9)(cid:9)धध,"22008811//8822 ककोो
ययथथााथथ (cid:4) (cid:4)खखचच(cid:4)(cid:4)","22008822//8833 ककोो
ससंशंशोो(cid:9)(cid:9)धधतत अअननममुु ाानन",22008833//8844,,,,"(cid:32)(cid:32)ााथथ(cid:9)(cid:9)ममककतताा
ससंकंकेेतत","(cid:34)(cid:34)ददगगोो (cid:14)(cid:14)ववककाासस
ससंकंकेेतत",ललै(cid:9)ै(cid:9)गगंकंक ससंकंकेेतत
,,,,,जज(cid:40)(cid:40)ममाा बबजजेटेट,ननेपेपाालल ससररककाारर,ववैदैदेेििशशकक,,,,
,,,,,,,अअननददुुाानन,ऋऋणण,,,
"2200660000000011 अअिि(cid:90)(cid:90)ततययाारर दद(cid:77)(cid:77)ुु पपययोोगग अअननससुु (cid:61)(cid:61)धधाानन आआययोोगग 5599 11,,2211 22,,2277 22,,2277 00 00 P11 99 33",,,,,,,,,,,
"220066000000001133 चचााललुु 5599 11,,2211 22,,2277 22,,2277 00 00",,,,,,,,,,,
2200880000000011 ममहहााललेखेखाा पपरर(cid:60)(cid:60)(cid:91)(cid:91)ककककोो ककााययाा(cid:4)ल(cid:4)लयय 2233 3366 3344 3344 00 00 P11 00 33,,,,,,,,,,,
220088000000001133 चचााललुु 2233 3366 3344 3344 00 00,,,,,,,,,,,
"2211000000000011 ललोोकक ससेवेवाा आआययोोगग 11,,0099 7755 8877 8877 00 00 P11 00 11",,,,,,,,,,,
"221100000000001133 चचााललुु 11,,0099 7755 8877 8877 00 00",,,,,,,,,,,
