0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"2116001 School Education Sector Plan (SESP)- Pool Fund 25 25 50 50 75
Code 0
2229001 EU - General Code 0 3 3 0 3",,,,,,,,,,,
"801043323 Recurrent 0 3 38 41 78 78 119
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 38 38 78 78 116
Code 0
2229002 EU - NPTF Code 0 3 3 0 3",0,3,38,,,41,,78,,78,119
"801043333 Recurrent 0 3 36 39 73 73 112
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 36 36 73 73 109
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,36,,,39,,73,,73,112
"801043343 Recurrent 0 3 54 57 108 108 165
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 54 54 108 108 162
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,54,,,57,,108,,108,165
"801043353 Recurrent 0 3 37 40 76 76 116
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 37 37 76 76 113
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,37,,,40,,76,,76,116
"801043363 Recurrent 0 3 36 39 73 73 112
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 36 36 73 73 109
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,36,,,39,,73,,73,112
"801043373 Recurrent 0 3 29 32 59 59 91
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 29 29 59 59 88
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,29,,,32,,59,,59,91
100,,,,,,,,,,,
