0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"801073223 Recurrent 0 30 27 57 55 55 112
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 27 27 55 55 82
Code 0
2229001 EU - General Code 0 30 30 0 30",0,30,27,,,57,,55,,55,112
"801073233 Recurrent 0 30 41 71 83 83 154
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 41 41 83 83 124
Code 0
2229001 EU - General Code 0 30 30 0 30",0,30,41,,,71,,83,,83,154
"801073243 Recurrent 0 30 43 73 87 87 160
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 43 43 87 87 130
Code 0
2229001 EU - General Code 0 30 30 0 30
2301001 GEFMAT- General Code 0 0 0 0",0,30,43,,,73,,87,,87,160
"801073253 Recurrent 0 30 17 47 35 35 82
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 17 17 35 35 52
Code 0
2229001 EU - General Code 0 30 30 0 30",0,30,17,,,47,,35,,35,82
"801073263 Recurrent 0 37 76 113 154 154 267
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 76 76 154 154 230
Code 0
2229001 EU - General Code 0 37 37 0 37",0,37,76,,,113,,154,,154,267
"801073273 Recurrent 0 30 42 72 84 84 156
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 42 42 84 84 126
Code 0
2229001 EU - General Code 0 30 30 0 30",0,30,42,,,72,,84,,84,156
801073283 Recurrent 0 30 44 74 89 89 163,0,30,44,,,74,,89,,89,163
148,,,,,,,,,,,
