0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 44 44 89 89 133
Code 0
2229001 EU - General Code 0 30 30 0 30",,,,,,,,,,,
"801073293 Recurrent 0 33 35 68 70 70 138
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 35 35 70 70 105
Code 0
2229001 EU - General Code 0 33 33 0 33",0,33,35,,,68,,70,,70,138
"801073303 Recurrent 0 30 43 73 87 87 160
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 43 43 87 87 130
Code 0
2229001 EU - General Code 0 30 30 0 30",0,30,43,,,73,,87,,87,160
"801073313 Recurrent 0 31 28 59 57 57 116
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 28 28 57 57 85
Code 0
2229001 EU - General Code 0 31 31 0 31",0,31,28,,,59,,57,,57,116
"801073323 Recurrent 0 30 54 84 111 111 195
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 54 54 111 111 165
Code 0
2229001 EU - General Code 0 30 30 0 30",0,30,54,,,84,,111,,111,195
"801073333 Recurrent 0 31 55 86 110 110 196
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 55 55 110 110 165
Code 0
2229001 EU - General Code 0 31 31 0 31",0,31,55,,,86,,110,,110,196
"801073343 Recurrent 0 30 31 61 62 62 123
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 31 31 62 62 93
Code 0",0,30,31,,,61,,62,,62,123
149,,,,,,,,,,,
