0,1,2,3,4,5,6,7,8,9,10,11
3,,,,,,,,,,,
शशीीषषक(cid:4)क(cid:4),(cid:6)(cid:6)ोोतत,(cid:9)(cid:9)ननककााससाा (cid:14)(cid:14)वव(cid:9)(cid:9)धध,"22008811//8822 ककोो
ययथथााथथ (cid:4) (cid:4)खखचच(cid:4)(cid:4)","22008822//8833 ककोो
ससंशंशोो(cid:9)(cid:9)धधतत अअननममुु ाानन",22008833//8844,,,,"(cid:32)(cid:32)ााथथ(cid:9)(cid:9)ममककतताा
ससंकंकेेतत","(cid:34)(cid:34)ददगगोो (cid:14)(cid:14)ववककाासस
ससंकंकेेतत",ललै(cid:9)ै(cid:9)गगंकंक ससंकंकेेतत
,,,,,जज(cid:40)(cid:40)ममाा बबजजेटेट,ननेपेपाालल ससररककाारर,ववैदैदेेििशशकक,,,,
,,,,,,,अअननददुुाानन,ऋऋणण,,,
1100330000000022 (cid:32)(cid:32)ददेेशश (cid:32)(cid:32)ममखखुु -- ममधधेशेश (cid:32)(cid:32)ददेेशश 3322 5500 5511 5511 00 00 P11 99 33,,,,,,,,,,,
110033000000002233 चचााललुु 3322 5500 5511 5511 00 00,,,,,,,,,,,
1100330000000033 (cid:32)(cid:32)ददेेशश (cid:32)(cid:32)ममखखुु -- बबाागगममततीी (cid:32)(cid:32)ददेेशश 5500 5522 5511 5511 00 00 P11 99 33,,,,,,,,,,,
110033000000003333 चचााललुु 5500 5522 5511 5511 00 00,,,,,,,,,,,
1100330000000044 (cid:32)(cid:32)ददेेशश (cid:32)(cid:32)ममखखुु -- गग(cid:70)(cid:70)डडकक(cid:79)(cid:79) (cid:32)(cid:32)ददेेशश 4444 5544 5511 5511 00 00 P11 99 33,,,,,,,,,,,
110033000000004433 चचााललुु 4444 5544 5511 5511 00 00,,,,,,,,,,,
