0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
Saptakoshi Multi-Purpose Project,0,,,400,,400,,,,0,400
"308011024 Capital 0 400 400 0 400
GoN Ref: Counterpart 0
2214001 India - General Code 0 400 400 0 400",0,,,400,,400,,,,0,400
Budiganga Hydro Power Project,0,,,,,0,,22800,,22800,22800
"308011064 Capital 0 0 22800 22800 22800
GoN Ref: Counterpart 0
2218001 KFAED Code 0 0 5200 5200 5200
2225001 Saudi Fund Code 0 0 17600 17600 17600",0,,,,,0,,22800,,22800,22800
Irrigation Modernization Enhancement Project,0,,,,,0,,31969,,31969,31969
"308031053 Recurrent 0 0 96 96 96
GoN Ref: Counterpart 0
2101001 ADB - General Code 0 0 96 96 96
308031054 Capital 0 0 31873 31873 31873
GoN Ref: Counterpart 0
2101001 ADB - General Code 0 0 27494 27494 27494
2225001 Saudi Fund Code 0 0 4379 4379 4379",0,,,,,0,,96,,96,96
Embankment Project Under Indian Grant/Assistance,0,4250,,,,4250,,,,0,4250
"308031084 Capital 0 4250 4250 0 4250
GoN Ref: Counterpart 0
2214001 India - General Code 0 4250 4250 0 4250",0,4250,,,,4250,,,,0,4250
Babai Irrigation Project,0,,,,,0,,,13100,13100,13100
"308031124 Capital 0 0 13100 13100 13100
GoN Ref: Counterpart 0
2101009 ADB/PBL-PFM Code 0 0 13100 13100 13100",0,,,,,0,,,13100,13100,13100
Mahakali Irrigation Project (Kanchanpur),0,,,,,0,,,15000,15000,15000
"308031134 Capital 0 0 15000 15000 15000
GoN Ref: Counterpart 0
2101009 ADB/PBL-PFM Code 0 0 15000 15000 15000",0,,,,,0,,,15000,15000,15000
"Rani Jamara Kulariya Irrigation Project (Including System
Modernization)",0,,,,,0,,10170,,10170,10170
"308031193 Recurrent 0 0 12 12 12
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 12 12 12
308031194 Capital 0 0 10158 10158 10158
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 10158 10158 10158",0,,,,,0,,12,,12,12
3,,,,,,,,,,,
