0,1,2,3,4,5,6,7,8,9,10,11
"एएकक(cid:79)(cid:79)ककृृ तत खखचच (cid:4) (cid:4) ततथथाा (cid:14)(cid:14)वव(cid:62)(cid:62)ीीयय बबजजेटेट अअननमुमु ाानन
(((cid:77)(cid:77)..ललााखखममाा))",,,,,,,,,,,
शशीीषषक(cid:4)क(cid:4),(cid:6)(cid:6)ोोतत,(cid:9)(cid:9)ननककााससाा (cid:14)(cid:14)वव(cid:9)(cid:9)धध,"22008811//8822 ककोो
ययथथााथथ (cid:4) (cid:4)खखचच(cid:4)(cid:4)","22008822//8833 ककोो
ससंशंशोो(cid:9)(cid:9)धधतत अअननममुु ाानन",22008833//8844,,,,"(cid:32)(cid:32)ााथथ(cid:9)(cid:9)ममककतताा
ससंकंकेेतत","(cid:34)(cid:34)ददगगोो (cid:14)(cid:14)ववककाासस
ससंकंकेेतत",ललै(cid:9)ै(cid:9)गगंकंक ससंकंकेेतत
,,,,,जज(cid:40)(cid:40)ममाा बबजजेटेट,ननेपेपाालल ससररककाारर,ववैदैदेेििशशकक,,,,
,,,,,,,अअननददुुाानन,ऋऋणण,,,
"1100110000000011 रराा(cid:57)(cid:57)पप(cid:9)(cid:9)तत 8899 11,,0055 9933 9933 00 00 P11 00 33",,,,,,,,,,,
"110011000000001133 चचााललुु 8899 11,,0055 9933 9933 00 00",,,,,,,,,,,
1100220000000011 उउपपरराा(cid:57)(cid:57)पप(cid:9)(cid:9)तत 5511 7700 6644 6644 00 00 P11 00 33,,,,,,,,,,,
110022000000001133 चचााललुु 5511 7700 6644 6644 00 00,,,,,,,,,,,
1100330000000011 (cid:32)(cid:32)ददेेशश (cid:32)(cid:32)ममखखुु -- ककोोशशीी (cid:32)(cid:32)ददेेशश 3377 4488 5511 5511 00 00 P11 99 33,,,,,,,,,,,
110033000000001133 चचााललुु 3377 4488 5511 5511 00 00,,,,,,,,,,,
