0,1,2,3,4,5,6,7,8,9,10,11
112,,,,,,,,,,,
शशीीषषक(cid:4)क(cid:4),(cid:6)(cid:6)ोोतत,(cid:9)(cid:9)ननककााससाा (cid:14)(cid:14)वव(cid:9)(cid:9)धध,"22008811//8822 ककोो
ययथथााथथ (cid:4) (cid:4)खखचच(cid:4)(cid:4)","22008822//8833 ककोो
ससंशंशोो(cid:9)(cid:9)धधतत अअननममुु ाानन",22008833//8844,,,,"(cid:32)(cid:32)ााथथ(cid:9)(cid:9)ममककतताा
ससंकंकेेतत","(cid:34)(cid:34)ददगगोो
(cid:14)(cid:14)ववककाासस
ससंकंकेेतत","ललै(cid:9)ै(cid:9)गगंकंक
ससंकंकेेतत"
,,,,,जज(cid:40)(cid:40)ममाा बबजजेटेट,ननेपेपाालल ससररककाारर,ववैदैदेेििशशकक,,,,
,,,,,,,अअननददुुाानन,ऋऋणण,,,
330077001100111144 पपजँजँुु ीीगगतत 4499 5522 2211 2211 00 00,,,,,,,,,,,
"3300770011880022 ननेपेपाालल (cid:52)(cid:52)वव(cid:99)(cid:99)छछ ववाायय ुुततथथाा ससमम(cid:14)ृ(cid:14)ृ(cid:116)(cid:116) आआययोोजजननाा 00 00 2222,,1111 00 66,,3399 1155,,7722 P1 33",,,,,,,,,,,
"330077001188002233 चचााललुु 00 00 1144,,0077 00 66,,3399 77,,6688",,,,,,,,,,,
"22111 पानी तथा (cid:9)बजलु (cid:62) आई (cid:9)ड ए(2103001) शोधभना(cid:4) हनु े ऋण (43) 0 0 8 0 0 8
22112 संचार महसलु आई (cid:9)ड ए(2103001) शोधभना(cid:4) हनु े ऋण (43) 0 0 8 0 0 8
22212 इ(cid:66)धन (काया(cid:4)लय (cid:32)योजन) आई (cid:9)ड ए(2103001) शोधभना(cid:4) हनु े ऋण (43) 0 0 27 0 0 27
22214 वीमा तथा नवीकरण खच(cid:4) आई (cid:9)ड ए(2103001) शोधभना(cid:4) हनु े ऋण (43) 0 0 2 0 0 2
22221 मेिशनर(cid:62) तथा औजार ममत(cid:4) स(cid:40)भार तथा स(cid:49)ालन खच(cid:4) आई (cid:9)ड ए(2103001) शोधभना(cid:4) हनु े ऋण (43) 0 0 4 0 0 4
22311 मसल(cid:66)द तथा काया(cid:4)लय सामा(cid:73)ी आई (cid:9)ड ए(2103001) शोधभना(cid:4) हनु े ऋण (43) 0 0 17 0 0 17
22315 प(cid:75)प(cid:9)(cid:75)का, छपाई तथा सूचना (cid:32)काशन खच(cid:4) आई (cid:9)ड ए(2103001) शोधभना(cid:4) हनु े ऋण (43) 0 0 16 0 0 16
22411 सेवा र परामश (cid:4)खच(cid:4) आई (cid:9)ड ए(2103001) शोधभना(cid:4) हनु े अनदु ान (33) 0 0 2,24 0 2,24 0
22411 सेवा र परामश (cid:4)खच(cid:4) आई (cid:9)ड ए(2103001) शोधभना(cid:4) हनु े ऋण (43) 0 0 4,45 0 0 4,45
22413 करार सेवा श(cid:79)ुक आई (cid:9)ड ए(2103001) शोधभना(cid:4) हनु े ऋण (43) 0 0 23 0 0 23
22419 अ(cid:66)य सेवा श(cid:79)ुक आई (cid:9)ड ए(2103001) शोधभना(cid:4) हनु े ऋण (43) 0 0 15 0 0 15
22512 सीप (cid:14)वकास तथा जनचेतना ता(cid:9)लम तथा गो(cid:92)ी स(cid:40)ब(cid:66)धी खच(cid:4) आई (cid:9)ड ए(2103001) शोधभना(cid:4) हनु े अनदु ान (33) 0 0 15 0 15 0
22512 सीप (cid:14)वकास तथा जनचेतना ता(cid:9)लम तथा गो(cid:92)ी स(cid:40)ब(cid:66)धी खच(cid:4) आई (cid:9)ड ए(2103001) शोधभना(cid:4) हनु े ऋण (43) 0 0 1,05 0 0 1,05
22522 काय(cid:80)(cid:4) म खच(cid:4) आई (cid:9)ड ए(2103001) शोधभना(cid:4) हनु े ऋण (43) 0 0 44 0 0 44
22611 अनगु मन, मू(cid:79)यांकन खच(cid:4) आई (cid:9)ड ए(2103001) शोधभना(cid:4) हनु े ऋण (43) 0 0 15 0 0 15
22711 (cid:14)व(cid:14)वध खच(cid:4) आई (cid:9)ड ए(2103001) शोधभना(cid:4) हनु े ऋण (43) 0 0 15 0 0 15
26413 अ(cid:66)य सं(cid:52)थालाई अनदु ान— सशत(cid:4) व(cid:79)ड (cid:4)बैक - (cid:114)(cid:100) कोष(2103003) शोधभना(cid:4) हनु े अनदु ान (33) 0 0 4,00 0 4,00 0
28142 घर भाडा आई (cid:9)ड ए(2103001) शोधभना(cid:4) हनु े ऋण (43) 0 0 24 0 0 24",,,,,,,,,,,
"330077001188002244 पपजँजँुु ीीगगतत 00 00 88,,0044 00 00 88,,0044",,,,,,,,,,,
"31122 मेिशनर(cid:62) तथा औजार आई (cid:9)ड ए(2103001) शोधभना(cid:4) हनु े ऋण (43) 0 0 5,78 0 0 5,78
31123 फ(cid:9)नच(cid:4) र तथा (cid:14)फ(cid:88)चस(cid:4) आई (cid:9)ड ए(2103001) शोधभना(cid:4) हनु े ऋण (43) 0 0 44 0 0 44
31161 (cid:9)न(cid:9)मत(cid:4) भवनको संरचना(cid:94)मक सधु ार खच(cid:4) आई (cid:9)ड ए(2103001) शोधभना(cid:4) हनु े ऋण (43) 0 0 1,82 0 0 1,82
3300770022 खखााननीी ततथथाा भभगूगू भभ (cid:4) (cid:4)(cid:14)(cid:14)ववभभाागग 1155,,0033 2277,,4422 2200,,3377 2200,,3377 00 00",,,,,,,,,,,
