0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
2229001 EU - General Code 0 3 3 0 3,,,,,,,,,,,
"801033463 Recurrent 0 3 61 64 123 123 187
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 61 61 123 123 184
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,61,,,64,,123,,123,187
"801033473 Recurrent 0 3 35 38 71 71 109
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 35 35 71 71 106
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,35,,,38,,71,,71,109
"801033483 Recurrent 0 20 53 73 108 108 181
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 53 53 108 108 161
Code 0
2229001 EU - General Code 0 20 20 0 20",0,20,53,,,73,,108,,108,181
"801033493 Recurrent 0 3 35 38 71 71 109
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 35 35 71 71 106
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,35,,,38,,71,,71,109
"801033503 Recurrent 0 20 69 89 139 139 228
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 69 69 139 139 208
Code 0
2229001 EU - General Code 0 20 20 0 20",0,20,69,,,89,,139,,139,228
"801033513 Recurrent 0 3 45 48 90 90 138
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 45 45 90 90 135
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,45,,,48,,90,,90,138
86,,,,,,,,,,,
