0,1,2,3,4,5,6,7,8,9,10,11
11,,,,,,,,,,,
शशीीषषक(cid:4)क(cid:4),(cid:6)(cid:6)ोोतत,(cid:9)(cid:9)ननककााससाा (cid:14)(cid:14)वव(cid:9)(cid:9)धध,"22008811//8822 ककोो
ययथथााथथ (cid:4) (cid:4)खखचच(cid:4)(cid:4)","22008822//8833 ककोो
ससंशंशोो(cid:9)(cid:9)धधतत अअननममुु ाानन",22008833//8844,,,,"(cid:32)(cid:32)ााथथ(cid:9)(cid:9)ममककतताा
ससंकंकेेतत","(cid:34)(cid:34)ददगगोो (cid:14)(cid:14)ववककाासस
ससंकंकेेतत",ललै(cid:9)ै(cid:9)गगंकंक ससंकंकेेतत
,,,,,जज(cid:40)(cid:40)ममाा बबजजेटेट,ननेपेपाालल ससररककाारर,ववैदैदेेििशशकक,,,,
,,,,,,,अअननददुुाानन,ऋऋणण,,,
"550033 अअथथ (cid:4) (cid:4)मम(cid:61)(cid:61)(cid:92)(cid:92)ााललयय-- ववैदैदेेििशशकक ऋऋणण भभ(cid:69)(cid:69)ुु ााननीी ((बबहहपुपु(cid:91)(cid:91)ीीयय)) 99,,2222,,4499 1122,,2211,,1155 1144,,9966,,5500 1144,,9966,,5500 00 00
5500330011 अअथथ (cid:4) (cid:4)मम(cid:61)(cid:61)(cid:92)(cid:92)ााललयय-- ववैदैदेेििशशकक ऋऋणणककोो (cid:97)(cid:97)ययााजज भभ(cid:69)(cid:69)ुु ााननीी ((बबहहपुपु(cid:91)(cid:91)ीीयय)) 99,,2222,,4499 1122,,2211,,1155 1144,,9966,,5500 1144,,9966,,5500 00 00",,,,,,,,,,,
"5500330011000011 एएििशशययाालल(cid:60)(cid:60) (cid:14)(cid:14)ववककाासस बब(cid:99)क(cid:99)क 33,,9944,,4422 55,,0000,,0000 66,,0000,,0000 66,,0000,,0000 00 00 P11 00 33",,,,,,,,,,,
"550033001100001133 चचााललुु 33,,9944,,4422 55,,0000,,0000 66,,0000,,0000 66,,0000,,0000 00 00",,,,,,,,,,,
"5500330011000022 अअ(cid:61)(cid:61)ततरराा(cid:4)(cid:14)(cid:4)(cid:14)(cid:57)(cid:57)यय (cid:14)(cid:14)ववककाासस ससं(cid:96)ं(cid:96)थथाा 44,,4477,,5555 66,,0000,,0000 77,,0000,,0000 77,,0000,,0000 00 00 P11 00 33",,,,,,,,,,,
"550033001100002233 चचााललुु 44,,4477,,5555 66,,0000,,0000 77,,0000,,0000 77,,0000,,0000 00 00",,,,,,,,,,,
"5500330011000033 ओओपपेकेक ऋऋणण 1155,,0022 2200,,0000 2200,,0000 2200,,0000 00 00 P11 00 33",,,,,,,,,,,
"550033001100003333 चचााललुु 1155,,0022 2200,,0000 2200,,0000 2200,,0000 00 00",,,,,,,,,,,
"5500330011000044 ययररुुोोपपीीयय आआ(cid:9)(cid:9)थथक(cid:4)क(cid:4) ससममददुुाायय 55 11,,0000 11,,0000 11,,0000 00 00 P11 00 33",,,,,,,,,,,
"550033001100004433 चचााललुु 55 11,,0000 11,,0000 11,,0000 00 00",,,,,,,,,,,
"5500330011000055 अअ(cid:61)(cid:61)ततरराा(cid:4)(cid:14)(cid:4)(cid:14)(cid:57)(cid:57)यय ककृृ(cid:14)(cid:14)षष (cid:14)(cid:14)ववककाासस ककोोषष 1100,,3377 1122,,0000 1122,,5500 1122,,5500 00 00 P11 00 33",,,,,,,,,,,
"550033001100005533 चचााललुु 1100,,3377 1122,,0000 1122,,5500 1122,,5500 00 00",,,,,,,,,,,
"5500330011000066 नन(cid:9)(cid:9)डडक(cid:4)क(cid:4) (cid:14)(cid:14)ववककाासस ककोोषष 11,,3333 33,,1155 33,,0000 33,,0000 00 00 P11 00 33",,,,,,,,,,,
"550033001100006633 चचााललुु 11,,3333 33,,1155 33,,0000 33,,0000 00 00",,,,,,,,,,,
"5500330011000077 ययररुुोो(cid:14)(cid:14)पपययनन इइ(cid:61)(cid:61)भभे(cid:68)े(cid:68)ममे(cid:70)े(cid:70)टट बब(cid:99)क(cid:99)क 5533,,7755 6633,,0000 11,,2200,,0000 11,,2200,,0000 00 00 P11 00 33",,,,,,,,,,,
"550033001100007733 चचााललुु 5533,,7755 6633,,0000 11,,2200,,0000 11,,2200,,0000 00 00",,,,,,,,,,,
"5500330011000099 एए..आआइइ..आआइइ..(cid:14)(cid:14)वव.. 00 2222,,0000 4400,,0000 4400,,0000 00 00 P11 00 33",,,,,,,,,,,
"550033001100009933 चचााललुु 00 2222,,0000 4400,,0000 4400,,0000 00 00",,,,,,,,,,,
"5500440011000022 जजाापपााननीी ऋऋणण --११९९८८८८ ददेेििखखककोो 44,,2200 1144,,8800 77,,0000 77,,0000 00 00 P11 00 33",,,,,,,,,,,
"550044001100002233 चचााललुु 44,,2200 1144,,8800 77,,0000 77,,0000 00 00",,,,,,,,,,,
"5500440011000033 ककुुववेतेतीी ऋऋणण 33,,6699 1133,,0000 66,,0000 66,,0000 00 00 P11 00 33",,,,,,,,,,,
"550044001100003333 चचााललुु 33,,6699 1133,,0000 66,,0000 66,,0000 00 00",,,,,,,,,,,
"5500440011000044 ससााउउदद(cid:60)(cid:60) ककोोषष 33,,3344 66,,5500 66,,5500 66,,5500 00 00 P11 00 33",,,,,,,,,,,
