0,1,2,3,4,5,6,7,8,9,10,11
175,,,,,,,,,,,
शशीीषषक(cid:4)क(cid:4),(cid:6)(cid:6)ोोतत,(cid:9)(cid:9)ननककााससाा (cid:14)(cid:14)वव(cid:9)(cid:9)धध,"22008811//8822 ककोो
ययथथााथथ (cid:4) (cid:4)खखचच(cid:4)(cid:4)","22008822//8833 ककोो
ससंशंशोो(cid:9)(cid:9)धधतत अअननममुु ाानन",22008833//8844,,,,"(cid:32)(cid:32)ााथथ(cid:9)(cid:9)ममककतताा
ससंकंकेेतत","(cid:34)(cid:34)ददगगोो
(cid:14)(cid:14)ववककाासस
ससंकंकेेतत","ललै(cid:9)ै(cid:9)गगंकंक
ससंकंकेेतत"
,,,,,जज(cid:40)(cid:40)ममाा बबजजेटेट,ननेपेपाालल ससररककाारर,ववैदैदेेििशशकक,,,,
,,,,,,,अअननददुुाानन,ऋऋणण,,,
"3311220000110011 ककृृ(cid:14)(cid:14)षष (cid:14)(cid:14)ववककाासस ररणणननीी(cid:9)(cid:9)तत अअननगगुु ममनन ततथथाा ससमम(cid:66)(cid:66)ववयय ककाायय(cid:80)(cid:4)(cid:80)(cid:4) मम 33,,4433 55,,6688 66,,1100 66,,1100 00 00 P1 22 11",,,,,,,,,,,
"331122000011001133 चचााललुु 33,,3322 55,,6688 66,,1100 66,,1100 00 00",,,,,,,,,,,
331122000011001144 पपजँजँुु ीीगगतत 1111 00 00 00 00 00,,,,,,,,,,,
"3311220000110022 (cid:14)(cid:14)ववशशेषेष ककृृ(cid:14)(cid:14)षष उउ(cid:94)(cid:94)पपााददनन ककाायय(cid:80)(cid:4)(cid:80)(cid:4) मम 2266,,8833,,9944 3322,,3344,,6622 3322,,4466,,1199 3322,,4466,,1199 00 00 P1 22 11",,,,,,,,,,,
"331122000011002233 चचााललुु 2266,,8833,,9944 3322,,3344,,6622 3322,,4466,,1199 3322,,4466,,1199 00 00",,,,,,,,,,,
"3311220000110033 बबीीउउ (cid:32)(cid:32)वव(cid:116)(cid:116)(cid:4)न(cid:4)न ततथथाा गगणणुु (cid:9)(cid:9)ननयय(cid:66)(cid:66)(cid:75)(cid:75)णण ककाायय(cid:80)(cid:4)(cid:80)(cid:4) मम 22,,8877 55,,0011 33,,2200 33,,2200 00 00 P1 22 11",,,,,,,,,,,
"331122000011003333 चचााललुु 22,,7700 44,,8822 33,,1166 33,,1166 00 00",,,,,,,,,,,
